account_id,customer_id,Account_type,currency_code,current_balance,available_balance,hold_amount,minimum_balance,Interest_rate,routing_number,Opened_date
231282,7187039,Savings,USD,322729.76,291432.34,31297.42,100,0.0361,829089562,2023-11-07
738017,2029406,Checking,USD,754006.99,692413.15,61593.84,0,0.0103,301621392,2020-12-16
841428,7757757,Checking,USD,849994.64,838081.93,11912.71,0,0.0141,949530635,2020-11-11
455388,5544737,Savings,USD,928378.46,841772.88,86605.58,100,0.0433,574251500,2019-12-13
129657,6898403,Savings,USD,36012.52,33243.75,2768.77,100,0.0263,644059808,2021-09-15
300188,4215769,Savings,USD,668225.25,649692.45,18532.8,100,0.0219,204984373,2021-03-02
937109,2328605,Checking,USD,821407.98,763882.93,57525.05,0,0.0143,808852791,2022-04-29
307529,4828258,Savings,USD,606970.41,567474.68,39495.73,100,0.025,253898505,2021-06-12
360110,2319844,Checking,USD,469263.85,449369.08,19894.77,0,0.0122,812864287,2020-12-31
338264,4088338,Savings,USD,956513.46,871992.9,84520.56,100,0.0368,622809305,2024-08-05
219614,2489913,Checking,USD,766935.96,697019.6,69916.36,0,0.013,830972530,2020-08-05
802257,1611283,Checking,USD,401091.93,382923.4,18168.53,0,0.0122,875383036,2019-12-15
883721,5866097,Savings,USD,224938.24,212936.82,12001.42,100,0.0482,135774075,2024-05-18
943188,4432174,Checking,USD,321016.26,300678.43,20337.83,0,0.0181,227861704,2022-03-21
409157,3781872,Checking,USD,844430.65,800786.29,43644.36,0,0.0175,122263128,2021-11-06
431454,2208687,Checking,USD,186572.53,178977.33,7595.2,0,0.0192,117822522,2020-02-07
767696,9829660,Savings,USD,389174.98,358933.98,30241.0,100,0.0455,114037669,2024-06-30
811019,1952724,Savings,USD,374376.17,347376.26,26999.91,100,0.0431,495007419,2024-07-27
702367,2003356,Savings,USD,649017.27,585782.34,63234.93,100,0.0226,530701687,2020-11-20
731796,2904213,Savings,USD,613772.17,560249.82,53522.35,100,0.0255,982325996,2021-03-01
335437,9833788,Savings,USD,550860.67,525300.24,25560.43,100,0.0456,682459695,2023-04-01
990737,3035801,Checking,USD,598499.07,578531.9,19967.17,0,0.0161,689704757,2022-02-04
845339,8677648,Savings,USD,977730.54,931261.92,46468.62,100,0.0344,517488458,2024-05-29
166095,7259096,Checking,USD,914233.12,893282.1,20951.02,0,0.0155,387021428,2020-08-02
344591,4185312,Savings,USD,707714.2,653889.75,53824.45,100,0.0202,412841400,2021-02-10
163209,6220882,Savings,USD,333443.31,301765.41,31677.9,100,0.0246,883711240,2021-12-03
437863,4719311,Checking,USD,54336.64,52722.19,1614.45,0,0.0121,719072509,2020-10-31
688561,7890776,Checking,USD,974748.75,906080.72,68668.03,0,0.0193,831495845,2024-01-29
670707,1759672,Savings,USD,309036.34,290290.52,18745.82,100,0.041,743394447,2019-12-03
351536,8174328,Checking,USD,974018.25,876622.43,97395.82,0,0.0148,823501542,2022-01-19
226771,3980672,Savings,USD,925185.9,897236.39,27949.51,100,0.0435,826134503,2020-10-15
693088,2665549,Savings,USD,403037.71,368483.3,34554.41,100,0.0345,786061293,2020-08-31
122157,8500852,Checking,USD,911783.09,863458.39,48324.7,0,0.0112,890854030,2024-08-30
140852,1140728,Checking,USD,603489.5,580092.61,23396.89,0,0.0184,469974736,2022-10-07
735091,2248526,Checking,USD,348346.87,325883.56,22463.31,0,0.0134,962246428,2022-04-28
408298,5246490,Checking,USD,153624.29,138551.3,15072.99,0,0.0157,706740507,2023-10-02
812499,4669576,Savings,USD,410190.8,401622.63,8568.17,100,0.0389,739173667,2020-06-15
113096,7033472,Checking,USD,592253.09,565801.94,26451.15,0,0.0134,680825232,2021-09-15
464180,1713636,Savings,USD,675108.01,622032.32,53075.69,100,0.0226,923108958,2024-07-03
545202,4647062,Savings,USD,986803.71,973441.24,13362.47,100,0.0464,616145621,2021-03-15
791535,7267868,Savings,USD,920793.66,830213.32,90580.34,100,0.0243,295371801,2024-02-12
229006,7144647,Savings,USD,76220.92,75624.22,596.7,100,0.0417,781463766,2020-07-01
133864,5689318,Checking,USD,27610.07,25287.57,2322.5,0,0.0142,874216531,2024-10-11
131953,9771700,Savings,USD,781579.76,703884.89,77694.87,100,0.0437,498936558,2019-12-03
195840,9577318,Checking,USD,944360.31,911939.85,32420.46,0,0.0173,409564281,2020-12-19
219528,1740739,Savings,USD,561519.19,510553.2,50965.99,100,0.0309,434211555,2024-09-15
294039,7057649,Checking,USD,553118.35,507704.34,45414.01,0,0.0112,832857102,2022-08-26
706900,4877646,Savings,USD,854146.35,844253.87,9892.48,100,0.0426,381272027,2022-06-22
754531,9228039,Savings,USD,781211.39,778452.97,2758.42,100,0.0229,642458969,2022-03-25
608103,6290249,Savings,USD,243573.07,237298.05,6275.02,100,0.0306,320617112,2023-04-27
203163,4906415,Checking,USD,458742.38,458073.01,669.37,0,0.019,855988042,2023-06-18
118458,6131288,Savings,USD,116181.95,112806.66,3375.29,100,0.0367,879800508,2021-11-12
121625,1597506,Checking,USD,376765.55,346611.11,30154.44,0,0.014,525931856,2024-02-19
638480,5584996,Checking,USD,661102.96,658050.9,3052.06,0,0.0146,868704933,2020-09-04
890088,2435249,Checking,USD,340433.86,314038.59,26395.27,0,0.0189,163037739,2020-02-19
241719,8446110,Checking,USD,318707.9,313976.73,4731.17,0,0.0122,325956268,2020-08-03
359635,8521042,Savings,USD,515272.88,497113.33,18159.55,100,0.0493,453234828,2023-04-25
469182,5454861,Checking,USD,135885.19,127717.07,8168.12,0,0.0102,896018435,2022-08-06
228454,2146043,Checking,USD,419811.55,416277.54,3534.01,0,0.0144,901297191,2022-01-19
267237,9639775,Checking,USD,662169.73,624137.22,38032.51,0,0.0144,650563459,2023-06-20
738180,2436128,Savings,USD,96437.76,89267.79,7169.97,100,0.0478,930974341,2024-02-12
661766,2323636,Savings,USD,717738.32,655793.49,61944.83,100,0.0274,489196131,2020-02-18
547479,8337083,Savings,USD,383501.86,356209.39,27292.47,100,0.0479,965185055,2020-06-15
893342,4047623,Savings,USD,562579.68,547123.59,15456.09,100,0.0313,310851708,2022-02-11
275989,8768413,Checking,USD,384067.66,375682.99,8384.67,0,0.0156,292440607,2024-09-06
154534,6311514,Checking,USD,512891.29,484493.74,28397.55,0,0.0167,378972824,2020-09-08
707920,1684261,Savings,USD,945040.56,882461.88,62578.68,100,0.049,478529063,2021-05-24
694147,8307714,Checking,USD,686337.23,620251.14,66086.09,0,0.0187,729972083,2020-08-14
517379,7948068,Savings,USD,163391.86,155262.82,8129.04,100,0.0464,542377949,2024-11-10
132050,9602953,Savings,USD,155710.3,149689.56,6020.74,100,0.044,651389674,2023-03-12
122862,6556834,Checking,USD,416945.26,395971.84,20973.42,0,0.0135,313037489,2020-06-29
933828,3481688,Savings,USD,929990.89,854521.14,75469.75,100,0.0239,986815871,2024-05-02
552658,3013782,Savings,USD,517854.12,507350.4,10503.72,100,0.0312,561972613,2021-11-22
169581,2909700,Savings,USD,416094.3,382301.18,33793.12,100,0.0489,360635069,2021-07-26
855907,7403665,Savings,USD,268250.23,250049.05,18201.18,100,0.0231,831349805,2023-04-25
286392,6581038,Savings,USD,987478.21,968846.58,18631.63,100,0.0207,876573705,2020-05-16
448814,6422185,Checking,USD,801408.19,763978.97,37429.22,0,0.0171,670241225,2020-02-02
887099,5232486,Checking,USD,754858.73,713559.18,41299.55,0,0.0162,800717817,2024-04-30
613190,8213294,Savings,USD,739131.99,711644.36,27487.63,100,0.0483,191109968,2021-09-27
683703,2667683,Checking,USD,931807.49,864459.32,67348.17,0,0.017,922417337,2024-07-25
341460,7039941,Savings,USD,819351.32,815785.72,3565.6,100,0.0266,579052253,2022-03-24
288775,7506196,Checking,USD,348109.87,326551.3,21558.57,0,0.0146,947352903,2023-07-22
954330,7759641,Checking,USD,208886.44,206144.37,2742.07,0,0.016,672626952,2022-02-04
814101,4545636,Savings,USD,692749.39,684239.42,8509.97,100,0.0212,106564322,2024-05-08
964367,1671383,Savings,USD,727554.64,678034.65,49519.99,100,0.0424,146364724,2020-08-19
713125,3414713,Checking,USD,772630.9,721598.57,51032.33,0,0.019,946706299,2020-05-06
333201,3329113,Checking,USD,670406.86,640965.76,29441.1,0,0.0133,189285530,2020-12-28
370252,1115992,Checking,USD,791239.19,766071.09,25168.1,0,0.0164,867482265,2020-08-15
110059,5004786,Checking,USD,495454.35,464406.54,31047.81,0,0.017,784393546,2023-12-03
232255,8387160,Savings,USD,333934.52,311099.79,22834.73,100,0.0355,279102738,2024-01-16
338490,5702428,Savings,USD,774436.34,742897.13,31539.21,100,0.0404,470795908,2024-08-27
341072,8528114,Savings,USD,705948.84,652032.23,53916.61,100,0.0349,923104007,2021-02-28
350564,4728803,Checking,USD,906466.9,887912.49,18554.41,0,0.0183,772227034,2023-10-23
778239,4620796,Savings,USD,516110.94,504810.72,11300.22,100,0.0455,466905334,2021-02-23
876136,5733741,Checking,USD,46162.43,45525.26,637.17,0,0.0146,520072046,2023-11-29
340634,1006089,Savings,USD,370647.57,360317.18,10330.39,100,0.0388,461696175,2021-11-20
492594,3887379,Savings,USD,294253.28,274518.46,19734.82,100,0.0488,121781309,2021-02-03
733072,9905434,Checking,USD,766502.71,761460.5,5042.21,0,0.0173,845055949,2020-05-26
995480,2927739,Checking,USD,561828.93,532803.38,29025.55,0,0.0124,149222291,2021-04-28
162847,2949135,Savings,USD,774577.3,753327.52,21249.78,100,0.0208,799527510,2020-08-01
980092,8418843,Checking,USD,7516.65,7153.79,362.86,0,0.0141,915494077,2024-02-11
309368,3433798,Checking,USD,380469.92,371314.65,9155.27,0,0.015,504169542,2023-10-05
193954,4305149,Savings,USD,393867.35,360437.7,33429.65,100,0.0491,220970493,2020-09-12
951132,4349298,Checking,USD,965401.24,960775.12,4626.12,0,0.0186,410648482,2021-06-13
126992,7557093,Checking,USD,214939.95,203074.55,11865.4,0,0.0155,587933192,2024-06-11
732223,4082743,Checking,USD,93125.9,85234.08,7891.82,0,0.0187,483226384,2021-01-25
523047,6571382,Checking,USD,345449.23,338582.15,6867.08,0,0.0196,943713648,2024-01-15
520585,3062544,Savings,USD,749378.38,690766.17,58612.21,100,0.0453,631908740,2020-02-14
234626,8995447,Savings,USD,946251.76,904266.06,41985.7,100,0.036,156320266,2023-10-15
325277,9780697,Savings,USD,458879.07,415181.32,43697.75,100,0.0454,732412025,2021-11-23
516980,1443916,Checking,USD,507004.15,468944.46,38059.69,0,0.0106,117560529,2020-05-27
939232,6913492,Savings,USD,46816.27,45076.59,1739.68,100,0.0388,281193108,2020-10-12
807316,8014872,Checking,USD,604496.39,558643.79,45852.6,0,0.0141,851881511,2021-06-29
212478,6556840,Savings,USD,298963.23,281878.44,17084.79,100,0.0325,680673090,2023-11-28
517917,8121415,Savings,USD,105487.32,98239.21,7248.11,100,0.0302,646160668,2023-05-02
993772,6158674,Checking,USD,460616.83,415604.65,45012.18,0,0.016,937534039,2020-12-29
539618,5521613,Savings,USD,700106.4,690579.07,9527.33,100,0.0357,974158221,2022-07-16
345458,5856434,Checking,USD,268437.72,251435.88,17001.84,0,0.017,791977959,2021-04-21
903415,3718881,Savings,USD,857226.2,805004.91,52221.29,100,0.0247,500803763,2021-05-07
245902,2342018,Savings,USD,731609.78,726388.87,5220.91,100,0.0287,151650982,2020-12-15
678916,4550852,Checking,USD,989733.27,918639.4,71093.87,0,0.0176,161993178,2020-04-01
691936,3762000,Checking,USD,202512.94,193403.23,9109.71,0,0.0148,765093472,2020-09-09
565347,8621945,Savings,USD,766786.17,732966.93,33819.24,100,0.0485,323086670,2024-03-16
949326,5075817,Checking,USD,976754.6,955207.81,21546.79,0,0.0114,678992390,2023-01-09
458924,5107674,Savings,USD,201111.31,184755.71,16355.6,100,0.042,574080493,2024-04-02
628025,9551671,Savings,USD,406337.8,374416.49,31921.31,100,0.043,482511011,2020-01-21
791814,9161631,Checking,USD,909253.26,826493.81,82759.45,0,0.0163,637682990,2021-12-25
715984,2540853,Checking,USD,783947.72,735860.14,48087.58,0,0.0155,367371929,2020-07-19
451985,4813975,Savings,USD,195924.85,182469.71,13455.14,100,0.0298,865271799,2021-01-17
879574,2471547,Savings,USD,462688.75,434599.55,28089.2,100,0.0248,728968144,2022-02-13
749997,6534088,Savings,USD,503779.22,500668.4,3110.82,100,0.0278,776123443,2024-05-31
218368,6972847,Checking,USD,458792.37,429763.35,29029.02,0,0.0188,793100017,2022-10-09
178770,7221356,Savings,USD,964389.96,897676.55,66713.41,100,0.0471,444656582,2023-09-28
350595,4173325,Checking,USD,528867.2,478894.81,49972.39,0,0.0111,424490493,2019-11-16
980923,6386057,Checking,USD,73683.8,69724.98,3958.82,0,0.0147,782172374,2020-07-19
791689,4635887,Savings,USD,682356.27,675327.65,7028.62,100,0.0349,988471884,2024-10-28
417469,2561818,Checking,USD,311036.74,309605.02,1431.72,0,0.0163,133180571,2024-10-28
863679,8540161,Checking,USD,669178.97,623611.11,45567.86,0,0.0177,797579744,2020-12-26
418886,6159172,Checking,USD,498728.84,490979.75,7749.09,0,0.0195,745115088,2020-01-21
477403,1795110,Savings,USD,312208.04,307508.3,4699.74,100,0.0435,866224137,2021-08-07
223413,8288968,Savings,USD,3851.47,3838.38,13.09,100,0.0339,437563331,2024-04-24
290992,3367989,Savings,USD,720932.39,684582.13,36350.26,100,0.0233,473279529,2024-04-30
776141,2697084,Checking,USD,236961.9,233544.88,3417.02,0,0.0115,286733053,2023-01-05
766529,3663624,Savings,USD,42436.75,41831.59,605.16,100,0.0374,570935610,2021-08-15
435959,9238355,Savings,USD,534985.78,519818.96,15166.82,100,0.0398,940417601,2022-09-01
799885,7232128,Savings,USD,550293.79,534842.35,15451.44,100,0.0431,886809374,2024-10-24
729054,4608728,Checking,USD,993897.61,976951.1,16946.51,0,0.012,543746407,2020-08-30
281000,3650041,Savings,USD,810386.32,774589.76,35796.56,100,0.0349,606425355,2021-10-04
529286,5063054,Savings,USD,38145.11,38117.7,27.41,100,0.0249,974240089,2024-02-22
504489,8153588,Checking,USD,666242.66,628707.04,37535.62,0,0.0171,201747743,2023-07-15
852547,2652996,Savings,USD,172061.93,169988.5,2073.43,100,0.0273,339480620,2020-03-25
385351,5616462,Savings,USD,819033.02,737136.87,81896.15,100,0.0247,955852110,2021-07-01
627406,7986147,Checking,USD,888581.28,860613.19,27968.09,0,0.0189,850196819,2020-03-16
659935,2353568,Savings,USD,920157.08,917580.0,2577.08,100,0.0353,239217524,2020-02-04
181920,6613697,Checking,USD,209354.24,208551.59,802.65,0,0.0107,138022765,2020-09-18
216881,2556895,Savings,USD,708641.57,663113.51,45528.06,100,0.0477,600137176,2020-08-12
648786,3891728,Savings,USD,294680.27,291770.24,2910.03,100,0.0458,356322146,2023-01-03
637763,1210086,Checking,USD,177261.62,164962.04,12299.58,0,0.0183,133021153,2021-03-27
270029,6370333,Checking,USD,602657.19,542757.7,59899.49,0,0.0183,411778842,2020-08-29
918465,5794391,Savings,USD,313407.02,283327.91,30079.11,100,0.0335,647214195,2022-07-06
122313,1718412,Savings,USD,983834.16,933789.1,50045.06,100,0.0236,857458843,2021-12-15
460327,8949785,Checking,USD,123385.58,113758.43,9627.15,0,0.0111,161908796,2022-06-13
443210,8594974,Checking,USD,744687.91,681011.3,63676.61,0,0.0194,345063940,2024-01-11
317085,8059764,Checking,USD,138600.74,137035.28,1565.46,0,0.0199,507702559,2022-05-09
311591,6061477,Savings,USD,674903.67,643814.36,31089.31,100,0.0276,417526031,2024-04-06
501829,5685347,Checking,USD,912761.26,832053.18,80708.08,0,0.0184,679185511,2023-01-31
763161,3874279,Savings,USD,75793.68,68400.9,7392.78,100,0.0304,190377552,2020-02-24
567868,4251998,Checking,USD,259167.92,239659.87,19508.05,0,0.0123,220416395,2021-10-13
444122,7517607,Savings,USD,322164.67,299879.83,22284.84,100,0.0437,511526407,2023-10-18
544584,3305514,Savings,USD,333135.34,304493.07,28642.27,100,0.0431,124369173,2021-03-02
224393,9123420,Savings,USD,525189.77,524478.51,711.26,100,0.0232,805097637,2023-07-23
360693,2465190,Savings,USD,517434.31,510960.17,6474.14,100,0.0215,233018866,2022-03-14
770658,8189682,Savings,USD,589953.45,534162.05,55791.4,100,0.0485,921022059,2024-06-19
507414,7569747,Savings,USD,892139.92,843679.48,48460.44,100,0.0281,295887809,2023-04-26
103652,1116866,Savings,USD,617899.43,574216.44,43682.99,100,0.0321,515428771,2022-11-02
727723,8961884,Checking,USD,924480.07,866298.75,58181.32,0,0.0141,109715361,2021-10-23
155889,7746539,Checking,USD,895011.95,894614.31,397.64,0,0.0183,592900364,2023-01-11
674656,5544515,Savings,USD,591043.53,571382.03,19661.5,100,0.0227,233748735,2020-01-15
798310,6158921,Checking,USD,974765.62,899556.18,75209.44,0,0.0196,177306135,2022-05-07
595503,8902812,Savings,USD,250362.27,240759.26,9603.01,100,0.0243,137867798,2022-10-18
691944,1584044,Checking,USD,498967.01,479642.33,19324.68,0,0.0174,102845593,2020-03-04
408674,6979689,Checking,USD,594875.67,540001.78,54873.89,0,0.0171,824560958,2021-02-17
804390,2750362,Checking,USD,219690.32,209247.02,10443.3,0,0.0183,682828759,2020-06-08
470318,8745080,Savings,USD,201637.13,200824.57,812.56,100,0.0361,856474523,2021-05-08
130453,7890776,Checking,USD,951915.45,911377.56,40537.89,0,0.0188,971805261,2020-01-04
936151,9233468,Savings,USD,469498.97,454934.38,14564.59,100,0.0449,374576643,2020-05-09
173936,9216591,Savings,USD,909645.37,834780.42,74864.95,100,0.0393,813722251,2024-08-15
823926,9820389,Savings,USD,856052.78,785464.51,70588.27,100,0.0313,733346206,2020-10-05
675622,9973071,Savings,USD,426937.96,388448.94,38489.02,100,0.042,941716889,2021-07-29
876235,1159646,Checking,USD,233724.67,213198.16,20526.51,0,0.0113,566521756,2021-05-15
858497,3928344,Checking,USD,294302.25,287464.82,6837.43,0,0.0183,551762702,2023-04-02
609661,1199028,Savings,USD,95593.23,94270.49,1322.74,100,0.0225,328170969,2020-08-11
635312,7907141,Savings,USD,79351.45,78569.02,782.43,100,0.0386,193669808,2021-11-26
851082,4874947,Checking,USD,835412.11,753477.06,81935.05,0,0.0183,581643554,2023-10-14
921818,8437230,Checking,USD,986498.9,898302.31,88196.59,0,0.0158,213979707,2020-02-23
957609,5611494,Savings,USD,80721.53,75333.05,5388.48,100,0.0268,383005164,2024-02-08
679047,3234896,Savings,USD,256754.14,244505.96,12248.18,100,0.0473,431538286,2023-09-24
387092,2477487,Checking,USD,518673.66,513179.19,5494.47,0,0.013,782127252,2022-08-31
824751,7320098,Savings,USD,539891.35,525198.82,14692.53,100,0.0261,700948722,2023-04-19
150036,5552331,Savings,USD,856821.43,807612.73,49208.7,100,0.0235,213994026,2020-09-25
234533,8485474,Checking,USD,652408.5,587687.42,64721.08,0,0.0185,774026222,2024-04-04
435018,4519758,Checking,USD,937535.05,888405.81,49129.24,0,0.0115,537538163,2023-06-12
443352,3482628,Savings,USD,749126.86,686665.34,62461.52,100,0.0332,531052844,2024-07-21
639878,8700956,Savings,USD,787147.74,771652.69,15495.05,100,0.0499,298111212,2023-11-30
855095,3823319,Savings,USD,617764.63,607509.63,10255.0,100,0.025,357055733,2020-09-07
247340,3742821,Savings,USD,924913.21,868291.17,56622.04,100,0.0294,420911333,2022-02-12
474046,4975087,Savings,USD,645526.06,633763.32,11762.74,100,0.0446,270754263,2020-09-20
823973,9690806,Savings,USD,514045.52,485456.71,28588.81,100,0.0471,846911407,2020-12-07
982201,7503423,Savings,USD,107371.25,100917.07,6454.18,100,0.0232,121552726,2020-05-29
213079,2000502,Savings,USD,153543.36,152091.66,1451.7,100,0.0256,122431168,2023-04-23
108522,4200411,Checking,USD,261077.03,253844.07,7232.96,0,0.0104,134148564,2023-07-27
294462,8250473,Checking,USD,327037.76,317020.08,10017.68,0,0.0109,847991224,2021-06-16
119291,7321185,Savings,USD,791388.58,726715.11,64673.47,100,0.0453,845092398,2021-01-10
650275,8265343,Savings,USD,926263.45,896776.37,29487.08,100,0.0273,749564400,2019-11-24
997587,9518221,Savings,USD,451461.49,420998.22,30463.27,100,0.0273,583118519,2021-01-10
374622,3529020,Checking,USD,982907.18,970466.7,12440.48,0,0.015,552631929,2024-08-02
553713,5507817,Savings,USD,269254.67,242704.43,26550.24,100,0.0239,152880259,2024-10-22
551014,3966999,Savings,USD,8347.11,7670.88,676.23,100,0.0461,996720928,2021-09-19
822495,9877967,Savings,USD,341508.08,333861.77,7646.31,100,0.0223,465539098,2020-11-22
377285,4268708,Checking,USD,689926.66,672055.86,17870.8,0,0.0187,797954996,2022-09-14
305977,9168466,Savings,USD,330933.07,324031.19,6901.88,100,0.0236,703630156,2022-06-27
323755,6425984,Savings,USD,374973.71,356107.33,18866.38,100,0.0409,998290543,2022-11-11
149549,4063969,Checking,USD,918975.02,840062.46,78912.56,0,0.0152,463201817,2024-08-30
154959,4320820,Checking,USD,500558.38,462804.14,37754.24,0,0.0106,485510721,2022-08-01
694941,5755396,Savings,USD,981464.97,964448.46,17016.51,100,0.0325,178936611,2021-05-05
545265,6692180,Checking,USD,494272.34,478966.29,15306.05,0,0.0101,479591143,2022-07-24
284819,7527006,Checking,USD,646593.21,603826.35,42766.86,0,0.0187,345397666,2020-07-28
576925,4491052,Savings,USD,582920.27,535328.63,47591.64,100,0.04,690628007,2021-08-27
474449,4139132,Checking,USD,780250.18,762818.78,17431.4,0,0.0196,394197806,2021-08-09
222600,4473297,Checking,USD,628894.35,608702.35,20192.0,0,0.0159,315799346,2022-02-28
775394,2447474,Checking,USD,539725.81,525782.03,13943.78,0,0.0119,865936258,2023-07-06
204074,1349668,Checking,USD,91453.31,89149.56,2303.75,0,0.0105,235316453,2022-09-12
558547,5864636,Savings,USD,561705.61,551738.97,9966.64,100,0.0377,516073362,2022-01-14
357499,7275546,Savings,USD,428486.73,395451.25,33035.48,100,0.0237,765184555,2020-03-04
882607,3737737,Savings,USD,644248.15,586208.33,58039.82,100,0.0208,526313766,2023-06-10
892048,4925370,Checking,USD,118185.88,108630.92,9554.96,0,0.0129,427587919,2024-05-11
296007,5316157,Savings,USD,9770.47,9768.15,2.32,100,0.0485,889610282,2023-05-29
973451,4960150,Checking,USD,559418.01,508528.19,50889.82,0,0.0156,584998677,2023-08-25
552047,6358549,Checking,USD,224276.28,210762.0,13514.28,0,0.014,246779609,2023-09-17
539900,8731523,Savings,USD,165964.74,158921.67,7043.07,100,0.0281,329939950,2021-02-12
266396,1999089,Savings,USD,424642.64,421483.16,3159.48,100,0.0285,861029156,2022-03-04
151785,5936986,Savings,USD,499867.09,471255.47,28611.62,100,0.0222,622599248,2020-03-28
789993,4358647,Savings,USD,55987.64,51187.01,4800.63,100,0.0476,819873653,2021-08-27
407428,1080508,Savings,USD,524567.73,516387.2,8180.53,100,0.043,282180887,2020-11-27
769167,9371464,Checking,USD,166098.89,155547.68,10551.21,0,0.0129,274740919,2021-01-09
673408,1900738,Checking,USD,175561.43,168804.96,6756.47,0,0.0198,128422839,2024-08-02
935712,9750555,Savings,USD,895031.36,820549.25,74482.11,100,0.0402,615738874,2020-05-14
119639,5980800,Checking,USD,862140.49,789185.17,72955.32,0,0.0156,483964252,2020-02-23
656605,4505619,Checking,USD,171407.79,163378.67,8029.12,0,0.0156,758759555,2023-05-26
350056,4161001,Checking,USD,176259.64,163181.05,13078.59,0,0.013,374180537,2022-05-22
895820,1930682,Checking,USD,919023.0,841298.31,77724.69,0,0.0174,230168455,2022-11-06
580519,2155135,Savings,USD,82369.37,79751.74,2617.63,100,0.0316,892453749,2023-01-10
149336,1358879,Savings,USD,16691.42,16080.24,611.18,100,0.0467,682575053,2024-09-14
159799,6571108,Checking,USD,386965.71,355725.51,31240.2,0,0.0124,203747194,2023-08-30
192440,5317031,Checking,USD,68000.95,67012.36,988.59,0,0.0132,629108497,2024-03-22
583769,2784367,Checking,USD,7538.13,7383.62,154.51,0,0.0192,350679211,2019-12-03
784852,6224390,Savings,USD,968648.32,885775.91,82872.41,100,0.0287,504325644,2022-07-24
360002,8715150,Checking,USD,675977.77,646811.6,29166.17,0,0.0157,139554266,2022-08-19
197966,2258053,Savings,USD,218755.57,210437.25,8318.32,100,0.0357,624749935,2020-06-07
101194,4099254,Savings,USD,327098.08,305275.67,21822.41,100,0.046,979611594,2024-09-06
786714,6004139,Savings,USD,212633.55,205896.41,6737.14,100,0.0463,189564910,2024-02-02
267845,8480593,Savings,USD,710071.16,645008.56,65062.6,100,0.0446,874349896,2024-09-11
397382,5553825,Checking,USD,887433.7,805781.83,81651.87,0,0.0194,214139903,2020-05-13
293666,1024707,Checking,USD,912033.4,873387.95,38645.45,0,0.0177,923744068,2020-08-14
170103,6500326,Checking,USD,467320.79,458178.9,9141.89,0,0.0164,135747059,2021-06-01
482039,1331064,Savings,USD,762368.27,723545.7,38822.57,100,0.0253,863105030,2023-06-20
273400,8180728,Savings,USD,774117.49,721004.2,53113.29,100,0.0439,647884097,2021-05-06
885340,9974824,Checking,USD,399978.11,366174.81,33803.3,0,0.0128,387019134,2022-11-12
164310,9080218,Savings,USD,378614.39,367202.49,11411.9,100,0.0456,525437683,2022-02-25
665498,8433860,Savings,USD,421436.89,388235.65,33201.24,100,0.0399,972164713,2023-10-19
910674,9808009,Checking,USD,870381.59,866068.34,4313.25,0,0.0127,833424892,2021-10-01
643494,4108100,Savings,USD,927425.57,906137.0,21288.57,100,0.0219,359920834,2023-01-22
270983,7201747,Savings,USD,803326.87,753334.96,49991.91,100,0.0401,777272414,2023-04-20
136515,1821413,Checking,USD,961342.57,950127.69,11214.88,0,0.0133,155168353,2021-11-15
993401,2733397,Savings,USD,732464.51,665995.5,66469.01,100,0.03,713487356,2020-11-07
488557,5103140,Checking,USD,62480.71,62364.33,116.38,0,0.01,463727809,2021-11-22
118397,6932773,Checking,USD,111333.99,103362.98,7971.01,0,0.0155,613522825,2020-02-13
790157,7369594,Savings,USD,241878.11,220629.14,21248.97,100,0.0308,567172810,2021-03-20
294329,4389664,Checking,USD,19722.92,17887.13,1835.79,0,0.0114,295612018,2023-05-01
164595,4981510,Savings,USD,984243.95,974000.87,10243.08,100,0.0303,148490375,2022-08-05
576751,9293805,Savings,USD,114628.68,106261.36,8367.32,100,0.048,882730524,2024-02-18
168673,1193445,Savings,USD,345281.66,327407.42,17874.24,100,0.0437,284845942,2024-05-15
515535,5507250,Savings,USD,283269.93,267682.34,15587.59,100,0.044,973044176,2021-01-07
920181,6784214,Savings,USD,780426.84,716369.89,64056.95,100,0.0448,211588491,2022-07-11
297786,5161346,Savings,USD,184034.18,171278.77,12755.41,100,0.0434,706352986,2021-01-05
813277,4425312,Checking,USD,610150.84,566190.59,43960.25,0,0.0116,417148964,2021-11-23
311277,7572491,Savings,USD,804265.58,791004.45,13261.13,100,0.0393,991290158,2020-02-21
799933,8604137,Checking,USD,482081.94,468284.92,13797.02,0,0.0142,643193704,2024-05-12
585784,2994273,Checking,USD,704609.45,688199.53,16409.92,0,0.0194,253057810,2020-06-13
639010,6883585,Savings,USD,979374.23,958405.1,20969.13,100,0.0429,203264126,2022-06-26
703136,7199514,Savings,USD,522318.3,486911.54,35406.76,100,0.0453,981781540,2022-11-23
563845,9518221,Savings,USD,190028.22,178592.85,11435.37,100,0.0268,816193014,2020-10-20
660846,8724934,Checking,USD,357252.19,347061.46,10190.73,0,0.0179,832567421,2020-04-19
766612,2869598,Savings,USD,2640.48,2614.74,25.74,100,0.0401,586946750,2021-05-28
108338,4653311,Checking,USD,775982.23,751577.67,24404.56,0,0.0184,534321462,2020-08-20
383231,5972912,Savings,USD,206972.36,189678.43,17293.93,100,0.0342,740008125,2021-11-30
451194,3831228,Savings,USD,590810.05,584113.2,6696.85,100,0.0321,243452635,2021-11-12
