cust_number,social_security_num,firstname,lastname,birthdate,email_address,contact_number,street_address,city,state_code,postal_code,nation,fico_score,annual_income,customer_type
3874563,249-38-1782,James,Moore,1983-03-25,james.moore@example.com,(436)-612-7883,2202 Elm St,Houston,CA,85447,United States,845,107105.43,Business
3645655,206-11-8299,Mary,Jones,1941-07-31,mary.jones@example.com,(162)-807-3839,1986 2nd Ave,New York,TX,52837,United States,608,137908.53,Business
7925610,479-53-8743,Patricia,Brown,2001-10-20,patricia.brown@example.com,(699)-235-3058,710 Broadway,New York,NY,49553,United States,584,98002.2,Business
3489431,840-88-4660,Michael,Johnson,1980-10-30,michael.johnson@example.com,(155)-942-1448,2417 1st Ave,New York,CA,25046,United States,508,118060.66,Business
6976699,641-86-7416,Linda,Miller,1947-01-28,linda.miller@example.com,(438)-696-6527,7822 Main St,Phoenix,TX,20339,United States,523,143325.82,Business
6005392,293-43-6361,Linda,Moore,1965-07-30,linda.moore@example.com,(497)-326-2386,1287 Broadway,Phoenix,AZ,58625,United States,349,136202.16,Business
7834965,261-95-3223,John,Jones,1933-01-02,john.jones@example.com,(978)-354-4193,5179 2nd Ave,Chicago,CA,44750,United States,716,54949.47,Personal
4892158,779-67-7810,James,Brown,1975-04-04,james.brown@example.com,(859)-809-7492,8951 Main St,New York,AZ,95344,United States,621,115290.67,Personal
7399318,871-84-1821,Elizabeth,Brown,1943-09-23,elizabeth.brown@example.com,(924)-769-2469,8083 2nd Ave,Chicago,NY,71055,United States,569,52598.84,Personal
6344163,159-29-4741,Robert,Jones,1978-02-20,robert.jones@example.com,(912)-910-7006,868 Broadway,Los Angeles,AZ,89888,United States,587,80654.92,Business
6650131,847-30-4259,John,Wilson,1948-01-14,john.wilson@example.com,(236)-632-3511,3930 Main St,Los Angeles,NY,27621,United States,638,78152.72,Personal
1167114,335-12-4595,Patricia,Jones,1947-09-13,patricia.jones@example.com,(359)-518-8675,7324 Main St,New York,TX,69807,United States,673,141937.76,Personal
3382271,894-71-6691,Barbara,Miller,1997-05-14,barbara.miller@example.com,(933)-422-5081,1028 Broadway,Chicago,IL,37604,United States,357,39389.03,Personal
5333808,935-72-3795,Patricia,Taylor,1951-01-31,patricia.taylor@example.com,(129)-321-5437,2259 Main St,Los Angeles,AZ,48797,United States,769,38172.17,Personal
3735428,267-94-3169,Mary,Wilson,1956-04-04,mary.wilson@example.com,(153)-482-1958,7298 2nd Ave,Chicago,AZ,70629,United States,404,129803.65,Business
5369627,523-23-3996,Barbara,Davis,1953-08-29,barbara.davis@example.com,(151)-495-6894,8973 Broadway,Phoenix,TX,30196,United States,780,105470.68,Business
4017864,259-50-1657,William,Johnson,2002-01-04,william.johnson@example.com,(698)-900-6623,6412 2nd Ave,Phoenix,IL,43386,United States,819,116964.85,Personal
5179267,742-34-8395,Patricia,Wilson,1981-06-11,patricia.wilson@example.com,(887)-178-4052,1733 Broadway,New York,NY,16179,United States,422,93709.9,Personal
7978124,926-88-1819,Patricia,Davis,1990-01-27,patricia.davis@example.com,(175)-565-1810,8041 1st Ave,New York,CA,88415,United States,454,72302.61,Business
6340849,852-24-9093,Linda,Williams,1939-02-26,linda.williams@example.com,(276)-279-3328,8164 2nd Ave,Chicago,CA,38876,United States,765,51814.55,Personal
3510769,247-24-7155,Linda,Brown,1945-10-21,linda.brown@example.com,(485)-795-6251,4370 Elm St,Houston,CA,35598,United States,301,113082.73,Personal
5939676,409-66-1303,Patricia,Brown,1957-05-04,patricia.brown@example.com,(614)-960-9496,8277 Elm St,Phoenix,AZ,53331,United States,312,62515.45,Personal
7277883,728-97-7185,John,Smith,1998-09-19,john.smith@example.com,(619)-800-6723,1269 Elm St,Chicago,CA,99374,United States,758,89620.22,Personal
4509845,263-86-6186,Michael,Miller,1967-02-25,michael.miller@example.com,(338)-374-4030,7511 2nd Ave,Houston,IL,32347,United States,463,139445.82,Personal
2351461,508-54-9892,James,Miller,1937-07-06,james.miller@example.com,(245)-928-3192,555 1st Ave,Phoenix,CA,29779,United States,592,44043.07,Business
1705339,255-85-6205,Michael,Jones,1958-05-02,michael.jones@example.com,(875)-780-7590,3910 2nd Ave,Los Angeles,TX,97605,United States,457,107490.31,Personal
4017976,143-65-7176,Elizabeth,Brown,1936-10-26,elizabeth.brown@example.com,(443)-779-5246,8527 Main St,Phoenix,IL,22726,United States,499,54571.53,Personal
1678596,144-44-9756,Patricia,Moore,1950-02-19,patricia.moore@example.com,(821)-976-3572,1152 Main St,Los Angeles,CA,22368,United States,477,123853.32,Business
2889999,828-57-9819,Robert,Moore,1943-10-14,robert.moore@example.com,(990)-545-9903,6934 Elm St,Houston,TX,49053,United States,308,42477.74,Personal
5398044,669-78-1958,William,Davis,1964-12-09,william.davis@example.com,(416)-412-3188,115 Main St,Houston,CA,84713,United States,814,139867.95,Business
9060471,350-50-9532,Barbara,Moore,1959-05-13,barbara.moore@example.com,(894)-854-7352,6681 1st Ave,Houston,IL,25565,United States,745,116906.46,Personal
2875576,725-28-8145,Robert,Williams,2002-07-20,robert.williams@example.com,(248)-283-2230,3267 Broadway,New York,IL,18383,United States,346,64118.65,Business
2891931,388-72-9373,William,Jones,1980-12-27,william.jones@example.com,(891)-982-2833,1575 2nd Ave,Phoenix,TX,30109,United States,716,100575.3,Business
2619589,767-30-9416,Elizabeth,Moore,1992-08-25,elizabeth.moore@example.com,(303)-213-1326,1034 Broadway,Houston,TX,63716,United States,321,118500.06,Personal
1090305,456-35-3642,James,Smith,1978-05-18,james.smith@example.com,(444)-298-9912,6588 Broadway,New York,NY,52174,United States,347,69196.5,Personal
9882867,340-80-1031,Robert,Jones,1961-11-15,robert.jones@example.com,(666)-805-3651,6947 Elm St,Los Angeles,AZ,90145,United States,363,37156.96,Business
3751699,942-68-8145,William,Miller,1951-11-24,william.miller@example.com,(978)-332-3905,9206 Broadway,Phoenix,AZ,60510,United States,508,55738.82,Business
9483536,444-91-2868,Michael,Johnson,1986-08-15,michael.johnson@example.com,(655)-930-7594,3000 2nd Ave,Houston,NY,42483,United States,744,96258.0,Personal
4185522,258-94-9287,James,Johnson,2000-12-21,james.johnson@example.com,(260)-305-4696,2596 Main St,Phoenix,AZ,39334,United States,657,137725.38,Business
9864325,588-51-1324,Elizabeth,Johnson,1966-06-06,elizabeth.johnson@example.com,(593)-604-7318,1656 Main St,Houston,IL,86284,United States,471,30752.87,Personal
2259303,736-26-8652,Robert,Jones,1984-06-06,robert.jones@example.com,(555)-519-2913,7647 Elm St,New York,IL,87780,United States,729,99546.65,Personal
6871077,776-73-3919,William,Brown,1995-11-21,william.brown@example.com,(791)-117-3468,6502 2nd Ave,Chicago,TX,79974,United States,693,121646.32,Business
3321393,431-67-4344,Elizabeth,Johnson,1957-08-21,elizabeth.johnson@example.com,(731)-619-3662,5726 1st Ave,Los Angeles,AZ,45760,United States,745,105392.95,Personal
3290151,693-87-1368,Barbara,Brown,1969-12-05,barbara.brown@example.com,(374)-742-8785,2438 Elm St,Houston,TX,87367,United States,611,37551.5,Business
7649771,596-12-1063,Elizabeth,Taylor,1979-08-20,elizabeth.taylor@example.com,(900)-709-8492,5129 2nd Ave,Chicago,AZ,56129,United States,591,78675.37,Personal
9456863,967-48-2843,William,Jones,1966-11-14,william.jones@example.com,(573)-348-5734,7609 Elm St,Chicago,CA,62254,United States,849,127011.27,Personal
9954070,128-43-5751,Michael,Brown,1958-05-09,michael.brown@example.com,(110)-911-3730,8533 2nd Ave,New York,IL,32400,United States,421,130283.31,Personal
3341109,569-15-7499,John,Miller,1965-11-27,john.miller@example.com,(396)-666-2002,396 Elm St,Los Angeles,IL,80076,United States,558,73028.31,Personal
4186897,995-95-1674,Patricia,Smith,1959-08-06,patricia.smith@example.com,(594)-412-9861,9128 Broadway,Phoenix,AZ,72092,United States,568,130008.91,Personal
7979221,986-40-1238,William,Davis,1943-05-27,william.davis@example.com,(557)-907-7071,308 Main St,New York,CA,16019,United States,653,116424.46,Business
6970859,760-36-1283,Mary,Taylor,1962-01-25,mary.taylor@example.com,(496)-399-2590,9241 1st Ave,Phoenix,CA,67445,United States,601,81839.18,Personal
1327250,769-25-9696,William,Wilson,1972-05-09,william.wilson@example.com,(265)-524-1572,611 Main St,Los Angeles,TX,58806,United States,425,35712.65,Business
5228949,234-86-1708,Robert,Brown,1965-04-17,robert.brown@example.com,(595)-380-6618,7013 Elm St,Houston,IL,31605,United States,608,142799.82,Business
2960067,431-54-8146,John,Williams,1972-11-08,john.williams@example.com,(240)-422-7970,3020 Broadway,Los Angeles,NY,89821,United States,308,69814.23,Personal
1493242,364-73-6034,Robert,Wilson,1973-02-05,robert.wilson@example.com,(498)-410-9866,4827 1st Ave,Chicago,AZ,39207,United States,747,69150.91,Personal
4778634,420-10-9013,Patricia,Moore,2004-07-02,patricia.moore@example.com,(183)-240-5709,5556 1st Ave,Los Angeles,NY,31787,United States,357,30398.92,Personal
4101014,193-18-8738,Michael,Williams,1951-04-01,michael.williams@example.com,(897)-755-3345,7690 2nd Ave,Los Angeles,TX,45481,United States,848,107104.57,Personal
6385234,829-96-6263,Elizabeth,Davis,1979-09-19,elizabeth.davis@example.com,(432)-275-3964,9675 1st Ave,Los Angeles,IL,28342,United States,620,42168.38,Personal
9208312,477-88-2376,William,Davis,1970-04-01,william.davis@example.com,(168)-156-6504,955 Elm St,New York,IL,50437,United States,394,60999.16,Business
8912402,335-56-4519,Robert,Brown,1961-12-29,robert.brown@example.com,(890)-244-5875,7282 Elm St,Chicago,NY,70456,United States,421,72768.85,Business
4346027,366-47-4328,Elizabeth,Wilson,1933-04-15,elizabeth.wilson@example.com,(441)-336-9000,8464 Elm St,New York,CA,35589,United States,427,93582.14,Business
4372878,345-92-9538,Mary,Johnson,1983-11-28,mary.johnson@example.com,(286)-537-1613,8504 2nd Ave,Phoenix,AZ,32948,United States,369,72315.16,Personal
8972832,301-11-5673,Barbara,Moore,2004-03-19,barbara.moore@example.com,(668)-545-4013,5276 Main St,Chicago,CA,26020,United States,755,112981.14,Business
6493491,846-38-8907,Linda,Jones,2002-11-12,linda.jones@example.com,(925)-903-9386,919 Main St,Phoenix,AZ,24074,United States,664,80982.69,Business
5684472,990-58-9135,Patricia,Brown,1937-11-11,patricia.brown@example.com,(852)-590-8253,6307 Broadway,Phoenix,TX,87181,United States,366,148432.43,Personal
3290957,701-87-5209,Patricia,Miller,1963-09-28,patricia.miller@example.com,(744)-912-8045,4392 1st Ave,New York,AZ,87010,United States,329,112739.25,Personal
6709023,591-39-1277,James,Moore,1977-08-31,james.moore@example.com,(339)-952-6576,2782 Main St,New York,AZ,87915,United States,719,109628.53,Business
5946075,499-45-9431,Robert,Williams,1999-08-30,robert.williams@example.com,(629)-404-8500,9649 1st Ave,Houston,CA,83536,United States,679,128866.23,Business
6847354,872-76-3071,Linda,Taylor,1976-07-02,linda.taylor@example.com,(859)-213-1841,3035 Broadway,New York,TX,86520,United States,773,117735.37,Personal
9872064,653-34-8403,John,Brown,1937-05-09,john.brown@example.com,(573)-114-6376,9612 Elm St,Chicago,IL,53087,United States,401,124788.91,Personal
3682273,635-60-9574,Michael,Wilson,1939-05-28,michael.wilson@example.com,(184)-286-4565,586 Broadway,Phoenix,AZ,54789,United States,744,131870.55,Personal
5123196,724-72-9827,Mary,Taylor,1937-02-27,mary.taylor@example.com,(381)-444-1186,471 Elm St,Phoenix,CA,23810,United States,755,86161.24,Personal
3479789,673-64-7929,Linda,Davis,1982-07-02,linda.davis@example.com,(312)-326-7122,1565 1st Ave,Phoenix,AZ,12708,United States,775,145342.18,Personal
3122930,789-60-1327,Linda,Jones,1996-12-09,linda.jones@example.com,(862)-224-2996,9531 Broadway,Phoenix,NY,11367,United States,554,145023.11,Personal
6156876,237-92-6163,Elizabeth,Wilson,1961-05-12,elizabeth.wilson@example.com,(224)-349-7989,792 Elm St,New York,AZ,53003,United States,847,125712.13,Personal
6498569,162-27-5904,James,Brown,1949-01-13,james.brown@example.com,(831)-572-4384,6661 Main St,Chicago,AZ,75036,United States,510,75493.76,Business
2323150,322-98-6712,John,Wilson,1975-09-22,john.wilson@example.com,(837)-713-7569,9411 Broadway,Los Angeles,IL,41718,United States,361,114517.74,Business
8217588,192-56-5782,William,Davis,1970-05-28,william.davis@example.com,(781)-352-2408,5577 2nd Ave,Houston,CA,86648,United States,799,98171.98,Business
2698894,488-47-5032,Linda,Johnson,1965-04-01,linda.johnson@example.com,(795)-728-1697,2295 Elm St,Los Angeles,TX,73721,United States,486,84832.29,Personal
8077035,884-93-7196,William,Taylor,1966-10-09,william.taylor@example.com,(104)-451-5085,4933 Broadway,Phoenix,NY,59507,United States,561,60770.97,Business
2758975,738-99-8566,Mary,Smith,1959-01-03,mary.smith@example.com,(749)-309-6484,8872 1st Ave,Houston,IL,15616,United States,682,145600.15,Personal
1020508,238-72-4506,Patricia,Moore,1930-09-29,patricia.moore@example.com,(370)-246-8972,6976 Broadway,Houston,CA,76730,United States,404,61595.65,Business
2947150,641-84-4766,Robert,Wilson,1983-02-09,robert.wilson@example.com,(424)-913-4463,454 Elm St,Houston,AZ,15885,United States,728,89435.65,Business
3914209,277-74-9791,Elizabeth,Smith,1998-07-02,elizabeth.smith@example.com,(978)-384-9341,7543 1st Ave,Chicago,IL,24665,United States,542,129738.98,Business
3278090,966-72-3019,William,Wilson,1970-09-08,william.wilson@example.com,(372)-301-1348,7060 Elm St,Phoenix,NY,23848,United States,692,130697.25,Business
6118172,313-85-9255,James,Jones,1998-03-08,james.jones@example.com,(635)-166-9310,8184 Broadway,Phoenix,TX,68089,United States,667,145416.07,Personal
7789789,390-70-8364,Patricia,Jones,1931-04-02,patricia.jones@example.com,(949)-357-2544,3910 Main St,Phoenix,NY,91617,United States,415,143049.55,Business
8031853,123-33-9928,Patricia,Moore,1941-06-17,patricia.moore@example.com,(505)-236-6712,4433 Broadway,New York,IL,18889,United States,474,133482.77,Personal
1584689,841-93-6834,Mary,Taylor,1970-05-23,mary.taylor@example.com,(572)-237-1119,4499 1st Ave,New York,NY,17418,United States,806,112736.05,Business
4608636,263-44-7082,Mary,Taylor,2000-01-18,mary.taylor@example.com,(345)-960-2233,1074 Elm St,Houston,AZ,50575,United States,401,144570.18,Personal
8811741,128-85-8776,John,Brown,1943-07-20,john.brown@example.com,(862)-499-5190,9509 2nd Ave,Los Angeles,CA,33259,United States,682,39375.43,Business
4112545,396-11-5342,Robert,Williams,2004-09-04,robert.williams@example.com,(810)-761-4505,2924 2nd Ave,New York,NY,79936,United States,352,34253.52,Business
8241401,201-98-7250,Michael,Moore,1949-04-19,michael.moore@example.com,(151)-586-1196,2546 Elm St,Houston,TX,95563,United States,473,36730.87,Personal
6624077,898-40-7404,James,Smith,2002-01-02,james.smith@example.com,(524)-838-3220,1248 Elm St,Chicago,CA,63643,United States,331,31197.17,Business
6251075,130-17-2569,Barbara,Taylor,1974-05-27,barbara.taylor@example.com,(349)-239-6464,9325 Main St,New York,TX,38336,United States,772,40737.03,Personal
3688510,195-23-4345,Barbara,Williams,1978-06-30,barbara.williams@example.com,(932)-489-1675,8444 2nd Ave,New York,TX,74961,United States,445,52276.54,Personal
5686341,861-62-2832,Robert,Davis,1974-07-01,robert.davis@example.com,(213)-683-3739,9064 Main St,Houston,NY,69609,United States,562,66767.19,Business
4784652,877-48-5802,James,Williams,2000-07-24,james.williams@example.com,(234)-288-6907,2462 Main St,Houston,NY,28883,United States,650,51730.05,Business
1285508,697-44-5998,Mary,Williams,1996-07-23,mary.williams@example.com,(943)-556-8773,3053 2nd Ave,Phoenix,NY,37294,United States,487,80479.95,Business
4768989,233-70-7700,Linda,Johnson,1937-01-29,linda.johnson@example.com,(767)-576-5916,9229 Main St,Los Angeles,IL,55212,United States,667,100121.53,Business
1621686,234-23-2741,Mary,Miller,1981-08-01,mary.miller@example.com,(783)-213-6237,8898 Elm St,New York,CA,66343,United States,714,149204.13,Business
7939457,361-71-8011,Elizabeth,Moore,2000-12-23,elizabeth.moore@example.com,(999)-626-7902,2179 Broadway,Houston,TX,17705,United States,309,90023.99,Business
5342243,124-75-4780,Robert,Wilson,1969-04-28,robert.wilson@example.com,(940)-773-2451,9349 Main St,Phoenix,NY,74316,United States,598,104365.35,Personal
6046176,144-16-7613,Mary,Miller,1981-04-02,mary.miller@example.com,(854)-843-9668,3403 2nd Ave,Phoenix,CA,35871,United States,633,147557.69,Business
9554056,547-44-8357,William,Brown,1933-07-04,william.brown@example.com,(616)-261-2921,3770 Elm St,Phoenix,TX,51754,United States,580,81803.22,Personal
2105921,270-35-9055,James,Williams,1991-07-29,james.williams@example.com,(860)-251-1238,5986 1st Ave,New York,CA,38548,United States,302,37315.14,Personal
7323389,354-47-7607,William,Moore,1970-09-06,william.moore@example.com,(345)-707-2822,179 Main St,Phoenix,AZ,84938,United States,392,44558.17,Personal
1388269,693-21-7299,Michael,Smith,1980-12-06,michael.smith@example.com,(871)-859-3494,3951 Broadway,Houston,CA,69866,United States,844,143408.51,Business
7512992,109-79-6518,Elizabeth,Smith,1956-12-07,elizabeth.smith@example.com,(656)-962-2346,9072 2nd Ave,Houston,IL,60922,United States,550,34875.66,Personal
9641104,383-97-4590,Elizabeth,Taylor,1952-05-05,elizabeth.taylor@example.com,(544)-221-2585,4102 2nd Ave,New York,NY,78601,United States,387,68200.89,Business
9409554,244-83-6063,Robert,Davis,1943-06-19,robert.davis@example.com,(118)-293-5256,297 Main St,Chicago,CA,52459,United States,544,63328.09,Business
6396419,484-83-5102,James,Wilson,1955-06-04,james.wilson@example.com,(695)-820-5478,6726 2nd Ave,Houston,CA,17034,United States,397,37027.22,Personal
3336716,823-79-2500,Robert,Smith,1991-10-15,robert.smith@example.com,(619)-255-3257,3745 Elm St,Houston,AZ,47877,United States,301,47915.02,Business
9906662,454-74-2147,John,Smith,1974-07-30,john.smith@example.com,(368)-805-6320,2327 2nd Ave,Los Angeles,IL,93515,United States,497,79390.3,Personal
8624134,117-11-5827,Patricia,Davis,1937-10-28,patricia.davis@example.com,(263)-734-2551,9275 Broadway,Phoenix,IL,24048,United States,418,112394.24,Personal
6804104,678-12-5699,John,Davis,1989-09-17,john.davis@example.com,(987)-507-2874,619 Main St,Houston,AZ,32661,United States,524,36645.77,Business
1902314,187-26-4969,Michael,Smith,1976-11-12,michael.smith@example.com,(246)-569-2419,585 Main St,Los Angeles,CA,26666,United States,737,38237.25,Personal
5437438,645-57-1188,John,Smith,1974-08-28,john.smith@example.com,(853)-539-8130,5426 Broadway,Chicago,IL,60047,United States,347,146477.41,Business
8378720,529-38-5912,John,Williams,1964-05-06,john.williams@example.com,(945)-125-2754,1543 1st Ave,Los Angeles,NY,57965,United States,811,116301.42,Personal
3498140,365-40-6729,Robert,Wilson,1980-02-03,robert.wilson@example.com,(531)-185-9047,6814 Elm St,Los Angeles,CA,51661,United States,403,119934.39,Personal
7614267,563-10-9345,Barbara,Williams,1965-03-02,barbara.williams@example.com,(967)-528-7347,5852 2nd Ave,Los Angeles,CA,46183,United States,378,144767.12,Business
8415493,622-44-5807,Michael,Moore,1972-06-18,michael.moore@example.com,(578)-949-2319,2715 Elm St,New York,CA,57396,United States,315,34379.93,Personal
9398649,679-71-5937,William,Brown,1943-01-23,william.brown@example.com,(228)-340-6131,4554 Broadway,Chicago,NY,50270,United States,729,135444.62,Business
2853259,254-21-6509,William,Williams,2000-12-06,william.williams@example.com,(752)-543-5141,5937 Broadway,Chicago,IL,85344,United States,476,32063.03,Business
2475412,884-25-2656,Robert,Brown,1990-02-28,robert.brown@example.com,(827)-727-9078,3304 Elm St,Phoenix,NY,79624,United States,450,85631.92,Personal
6145958,330-53-5710,Michael,Jones,1974-11-24,michael.jones@example.com,(995)-984-9236,3028 Main St,Phoenix,AZ,46336,United States,729,94420.84,Business
1306797,455-22-2650,Michael,Brown,1933-12-04,michael.brown@example.com,(286)-193-3637,6179 1st Ave,Los Angeles,IL,20782,United States,490,59656.15,Personal
1854928,418-88-9648,Mary,Miller,1968-01-11,mary.miller@example.com,(104)-943-4927,8237 Broadway,New York,AZ,60469,United States,354,148494.51,Personal
4383032,207-86-8319,John,Smith,1979-05-31,john.smith@example.com,(947)-706-1810,1413 Main St,Chicago,NY,11730,United States,514,65737.68,Business
2794118,868-98-9132,Mary,Jones,1997-01-24,mary.jones@example.com,(201)-703-8645,9189 2nd Ave,New York,NY,92620,United States,697,136092.73,Personal
1854439,839-74-5233,Linda,Taylor,1938-11-03,linda.taylor@example.com,(695)-763-5667,7745 Elm St,Chicago,IL,11235,United States,423,39244.96,Business
6665617,642-31-2955,Linda,Jones,1932-01-12,linda.jones@example.com,(583)-270-9658,7368 Elm St,New York,TX,28035,United States,779,101849.32,Personal
2878227,525-23-7991,Patricia,Wilson,1932-06-19,patricia.wilson@example.com,(665)-806-9388,1919 Elm St,Houston,CA,27010,United States,507,111221.53,Business
9227714,893-25-9773,Robert,Wilson,1947-10-05,robert.wilson@example.com,(596)-446-4714,760 2nd Ave,Houston,AZ,23899,United States,307,51847.34,Business
7146104,903-55-8627,William,Smith,1974-11-26,william.smith@example.com,(132)-115-3780,4308 1st Ave,Los Angeles,CA,37955,United States,704,145681.05,Personal
1638397,908-59-7265,Mary,Miller,1979-06-24,mary.miller@example.com,(460)-967-8469,4352 2nd Ave,Houston,NY,60978,United States,753,111868.83,Business
2986324,351-83-6974,Mary,Miller,1992-07-12,mary.miller@example.com,(866)-998-3327,1565 1st Ave,New York,NY,63290,United States,605,128814.17,Business
9058813,109-37-4237,Mary,Smith,1962-08-27,mary.smith@example.com,(147)-932-9563,4327 Broadway,Chicago,CA,24746,United States,527,99346.48,Business
9445469,167-38-1386,William,Brown,1930-12-01,william.brown@example.com,(408)-209-7964,9941 Main St,New York,IL,39967,United States,347,47683.21,Business
8990504,836-56-7359,Mary,Miller,1992-08-24,mary.miller@example.com,(397)-513-5015,3886 Elm St,Chicago,CA,50613,United States,392,41216.69,Business
5632814,610-63-5252,James,Johnson,1998-12-19,james.johnson@example.com,(259)-602-9283,9688 2nd Ave,New York,IL,71926,United States,552,96217.14,Business
2281108,559-73-6398,Mary,Williams,2002-06-01,mary.williams@example.com,(200)-237-4837,9803 1st Ave,Phoenix,TX,76412,United States,400,70963.94,Business
1765283,880-95-8567,John,Miller,1944-06-04,john.miller@example.com,(332)-851-7280,409 Broadway,Chicago,IL,67033,United States,678,122604.22,Business
3371399,137-55-2059,Barbara,Wilson,1969-08-12,barbara.wilson@example.com,(204)-127-8547,3435 Main St,Phoenix,TX,26056,United States,670,76112.89,Business
4856748,592-95-2002,Barbara,Moore,1949-06-04,barbara.moore@example.com,(200)-598-6210,5128 Broadway,Phoenix,NY,34341,United States,752,65580.82,Personal
6441146,822-68-3966,Robert,Moore,1964-05-22,robert.moore@example.com,(151)-265-3830,5544 1st Ave,Houston,AZ,62799,United States,451,137220.35,Personal
6037482,146-67-7825,William,Moore,1968-06-14,william.moore@example.com,(356)-239-1168,7396 2nd Ave,Los Angeles,CA,72683,United States,369,133160.02,Personal
7725763,587-63-3266,Linda,Jones,1962-02-17,linda.jones@example.com,(718)-228-4569,8767 2nd Ave,Phoenix,TX,89610,United States,353,78772.44,Personal
9779777,502-85-4829,Robert,Moore,1945-10-28,robert.moore@example.com,(158)-810-6482,6170 Broadway,Chicago,NY,55462,United States,326,112476.5,Personal
8014890,860-20-6363,Barbara,Jones,1983-06-27,barbara.jones@example.com,(974)-560-8029,4316 Main St,Chicago,CA,99366,United States,629,79379.27,Personal
8774115,611-53-6640,Barbara,Moore,1952-11-06,barbara.moore@example.com,(262)-546-2261,9712 Main St,Los Angeles,AZ,44035,United States,450,131409.39,Business
3185029,566-36-3953,Patricia,Miller,1935-05-09,patricia.miller@example.com,(823)-280-3874,2512 2nd Ave,New York,NY,19831,United States,775,129615.88,Business
3024875,603-23-7929,Michael,Taylor,1944-09-30,michael.taylor@example.com,(158)-898-5825,2682 Elm St,Phoenix,IL,24944,United States,595,62184.58,Business
4903872,133-57-3879,Elizabeth,Moore,1939-04-17,elizabeth.moore@example.com,(955)-535-1128,3496 Elm St,Los Angeles,CA,13878,United States,484,119625.28,Personal
4093462,794-60-5401,Mary,Brown,1974-06-14,mary.brown@example.com,(948)-179-1992,7019 Elm St,New York,NY,69058,United States,775,136024.57,Personal
7711928,298-67-1644,Patricia,Johnson,1960-09-20,patricia.johnson@example.com,(801)-111-1539,4871 Elm St,Los Angeles,CA,34215,United States,723,130215.69,Personal
7320566,691-38-2853,Robert,Brown,2002-07-09,robert.brown@example.com,(551)-263-5565,7367 2nd Ave,Los Angeles,AZ,10698,United States,527,144948.33,Personal
5363914,162-30-6731,Michael,Davis,1985-03-30,michael.davis@example.com,(846)-727-6325,1881 Elm St,Los Angeles,AZ,39473,United States,430,85442.08,Personal
2459729,263-83-2931,Barbara,Williams,2003-10-08,barbara.williams@example.com,(496)-327-6702,882 1st Ave,Phoenix,TX,17798,United States,428,129653.42,Business
6555400,943-31-8432,Barbara,Miller,1944-11-29,barbara.miller@example.com,(666)-759-5976,5931 Broadway,Phoenix,TX,44704,United States,682,32807.39,Personal
8295556,408-10-7859,William,Moore,1997-02-14,william.moore@example.com,(607)-472-7763,455 Broadway,New York,AZ,11340,United States,405,97805.37,Personal
3783406,290-19-7085,Elizabeth,Smith,1999-09-04,elizabeth.smith@example.com,(945)-406-4902,633 1st Ave,Chicago,AZ,85028,United States,335,100173.79,Personal
4228414,353-36-3839,John,Davis,1930-08-03,john.davis@example.com,(271)-350-6857,1201 Main St,Los Angeles,IL,95455,United States,639,71286.3,Personal
4795712,445-46-6383,Mary,Taylor,2001-06-07,mary.taylor@example.com,(835)-799-1547,3803 2nd Ave,Phoenix,AZ,82664,United States,591,113417.11,Personal
5120538,297-30-5825,Elizabeth,Jones,1952-02-05,elizabeth.jones@example.com,(503)-267-7991,2266 Main St,Phoenix,NY,55458,United States,536,44693.86,Business
3712746,693-17-8279,Robert,Johnson,1999-12-26,robert.johnson@example.com,(441)-869-7435,5229 Elm St,Phoenix,AZ,27550,United States,357,44148.53,Personal
4323363,177-71-8533,Barbara,Miller,1957-09-20,barbara.miller@example.com,(702)-480-5552,2722 Main St,New York,TX,33888,United States,574,106910.07,Personal
2640625,700-26-3962,Barbara,Davis,1965-06-26,barbara.davis@example.com,(557)-177-4753,1736 2nd Ave,Chicago,CA,62531,United States,431,143298.49,Business
3535788,783-75-7531,Barbara,Davis,1952-08-06,barbara.davis@example.com,(492)-205-3324,516 Elm St,Houston,NY,68794,United States,534,33173.96,Personal
6291618,995-27-5431,William,Brown,1935-06-25,william.brown@example.com,(295)-270-2734,1128 1st Ave,Los Angeles,IL,56481,United States,310,68135.41,Business
2683887,695-91-2721,Patricia,Williams,1956-11-14,patricia.williams@example.com,(343)-782-1808,8577 2nd Ave,Houston,AZ,70423,United States,443,61311.4,Personal
3202719,257-21-9220,Linda,Brown,1978-12-01,linda.brown@example.com,(341)-825-5167,5364 Elm St,New York,AZ,33636,United States,307,66301.33,Business
8238061,604-91-7262,Barbara,Smith,2004-06-02,barbara.smith@example.com,(688)-303-4423,3941 Broadway,Phoenix,AZ,83163,United States,740,72514.82,Business
3783829,448-69-9894,Elizabeth,Smith,1989-09-15,elizabeth.smith@example.com,(396)-543-5504,1039 Elm St,Chicago,AZ,57091,United States,839,93648.58,Personal
9016589,238-61-3816,Linda,Miller,1931-08-13,linda.miller@example.com,(857)-620-5360,6619 2nd Ave,Los Angeles,AZ,32057,United States,671,66617.23,Personal
2344745,904-84-7419,Linda,Davis,1945-02-21,linda.davis@example.com,(668)-262-3828,3107 1st Ave,New York,NY,79898,United States,487,72320.25,Business
8503142,276-80-7736,John,Brown,1946-12-06,john.brown@example.com,(703)-878-5127,3053 Main St,New York,CA,31302,United States,551,140646.97,Personal
