card_id,customer_id,card_type,card_status,credit_limit,current_balance,available_credit,minimum_payment,payment_due_date,issue_date,expiration_date,security_code
392146529,5589545,Rewards,Blocked,9892.37,184.88,9707.49,25.0,2024-11-15,2024-02-09,2029-03-28,147
484164673,7593906,Business,Active,15988.91,3129.85,12859.06,90.13,2024-11-12,2023-03-18,2026-07-01,581
306797070,5139047,Business,Blocked,34749.64,2535.41,32214.23,26.89,2024-11-07,2023-10-03,2025-12-31,907
582218944,9470390,Cashback,Active,6074.36,4339.11,1735.25,93.93,2024-11-05,2024-01-03,2025-12-23,521
443871544,9539501,Business,Blocked,32065.26,12972.02,19093.24,261.17,2024-11-09,2022-06-02,2025-12-02,124
349030817,8899342,Business,Active,27375.3,21121.66,6253.64,590.39,2024-11-15,2022-05-11,2025-12-18,657
455992691,7202772,Cashback,Blocked,10908.81,3851.86,7056.95,53.08,2024-11-13,2022-11-05,2026-02-19,514
156012591,3487227,Business,Expired,44622.22,2010.73,42611.49,33.9,2024-11-15,2022-04-04,2028-10-25,966
291811895,6856506,Cashback,Blocked,10874.97,4772.17,6102.8,142.14,2024-11-06,2024-04-19,2027-07-15,258
306081994,4991946,Cashback,Expired,14070.28,759.25,13311.03,25.0,2024-11-10,2024-09-06,2027-04-12,118
689777999,2654037,Business,Active,32459.67,20479.06,11980.61,422.2,2024-11-11,2022-08-01,2026-04-10,229
331825116,1478006,Business,Active,20068.59,6539.88,13528.71,92.17,2024-11-07,2022-08-01,2025-07-15,283
978963077,8256954,Rewards,Blocked,3963.87,963.28,3000.59,25.0,2024-11-03,2023-01-19,2028-10-20,393
946270296,6993668,Business,Active,46017.38,10287.79,35729.59,114.85,2024-11-08,2023-01-03,2025-09-26,934
376232999,9289419,Business,Active,13258.35,1136.92,12121.43,25.0,2024-11-06,2023-11-08,2025-11-18,188
739644052,7030717,Rewards,Expired,13622.59,7609.5,6013.09,167.21,2024-11-13,2022-12-20,2025-06-21,554
802928789,8617168,Business,Expired,14801.79,1368.68,13433.11,35.59,2024-11-06,2024-03-24,2027-07-05,621
990663546,5907920,Business,Expired,18318.39,6879.28,11439.11,115.43,2024-11-07,2024-04-13,2025-12-05,574
900307402,9891556,Cashback,Active,9829.19,7560.04,2269.15,78.87,2024-11-13,2022-07-10,2026-03-05,805
440361636,2475128,Rewards,Active,4337.86,2168.46,2169.4,27.44,2024-11-05,2022-12-15,2029-10-08,719
286831356,5843284,Business,Blocked,10267.54,1420.54,8847.0,25.0,2024-11-13,2023-02-26,2026-07-25,431
389940833,1651765,Cashback,Blocked,4323.28,532.38,3790.9,25.0,2024-11-10,2023-10-12,2027-04-17,128
325077529,6081128,Business,Active,16758.8,11212.02,5546.78,311.95,2024-11-12,2022-02-25,2026-08-19,855
686648036,3976354,Cashback,Expired,3160.89,2073.41,1087.48,34.31,2024-11-13,2023-04-06,2026-03-18,166
470902487,5778918,Cashback,Active,1324.6,955.68,368.92,25.0,2024-11-03,2022-01-07,2028-10-13,602
474912655,7211502,Business,Blocked,30515.34,12075.67,18439.67,167.83,2024-11-05,2024-06-07,2028-03-22,857
848433691,9739850,Rewards,Blocked,4885.83,3686.17,1199.66,74.03,2024-11-07,2022-07-04,2026-07-03,239
923078151,2662321,Rewards,Expired,5477.53,32.88,5444.65,25.0,2024-11-04,2022-09-15,2026-08-04,473
802359535,7038273,Business,Blocked,20530.29,1417.05,19113.24,38.66,2024-11-01,2022-07-19,2028-10-31,315
752071828,6964496,Business,Expired,43971.54,32620.32,11351.22,446.48,2024-11-09,2022-05-27,2028-09-17,807
783108458,9327347,Business,Blocked,30810.48,16386.13,14424.35,180.27,2024-11-01,2024-05-22,2027-07-08,557
479359134,5778918,Cashback,Blocked,10791.55,7084.28,3707.27,178.51,2024-11-11,2021-12-22,2026-10-05,605
326297454,5142525,Cashback,Expired,5993.89,3171.63,2822.26,69.2,2024-11-10,2023-06-03,2027-04-17,462
821423017,8016731,Rewards,Expired,12702.09,5822.3,6879.79,125.84,2024-11-14,2024-01-14,2027-07-09,366
747244447,7670460,Business,Blocked,19195.21,13734.59,5460.62,240.65,2024-11-10,2023-03-16,2029-06-12,282
839932672,9247688,Business,Active,21847.27,12174.51,9672.76,311.51,2024-11-02,2023-08-09,2026-12-25,840
163903402,2304979,Rewards,Expired,6169.88,3237.75,2932.13,94.41,2024-11-11,2022-11-06,2029-08-26,522
533980615,5790249,Cashback,Expired,2342.9,1035.8,1307.1,25.0,2024-11-07,2023-06-28,2026-01-18,401
292901724,3250570,Rewards,Expired,13545.86,285.42,13260.44,25.0,2024-11-07,2022-08-31,2029-02-20,434
288308885,4014745,Business,Expired,26826.26,2787.73,24038.53,57.7,2024-11-05,2022-06-02,2029-07-11,542
938161787,4973314,Rewards,Active,2435.15,1908.0,527.15,39.12,2024-11-06,2024-04-19,2025-08-21,938
188767139,8436084,Business,Expired,39536.43,15401.4,24135.03,410.16,2024-11-13,2024-04-11,2025-08-16,266
501057352,9523010,Cashback,Active,14222.56,6354.07,7868.49,94.31,2024-11-09,2024-09-16,2028-03-27,788
523052980,9902720,Business,Expired,34369.29,21665.31,12703.98,610.96,2024-11-12,2023-11-11,2029-07-15,378
129449449,5544515,Rewards,Blocked,5852.92,1898.91,3954.01,25.0,2024-11-13,2022-05-23,2024-12-04,799
621926716,5838475,Business,Active,30133.31,1942.42,28190.89,25.0,2024-11-10,2024-01-05,2027-03-29,937
818095422,2715524,Rewards,Active,4743.1,132.26,4610.84,25.0,2024-11-01,2024-02-03,2028-06-07,420
107132799,8500852,Rewards,Blocked,1096.49,740.47,356.02,25.0,2024-11-02,2024-07-06,2026-01-30,362
984499532,4627004,Business,Active,46020.71,31841.09,14179.62,874.7,2024-11-01,2022-10-08,2028-03-16,691
720928143,2587591,Cashback,Blocked,6667.01,2349.61,4317.4,66.95,2024-11-02,2024-02-06,2028-01-13,462
890418349,5209139,Cashback,Active,6728.78,5160.22,1568.56,78.23,2024-11-11,2024-10-05,2025-01-26,423
579772784,2680697,Business,Active,42093.73,22479.02,19614.71,604.91,2024-11-10,2024-07-18,2027-07-13,271
377192670,3966999,Business,Expired,13913.95,102.68,13811.27,25.0,2024-11-04,2022-12-10,2026-08-24,442
154314640,2100618,Cashback,Blocked,5866.54,4309.13,1557.41,50.15,2024-11-03,2022-05-06,2027-07-11,559
110533035,3924292,Rewards,Active,12110.9,2457.77,9653.13,72.55,2024-11-05,2023-05-06,2029-02-19,215
337182353,5564964,Cashback,Blocked,6329.11,54.02,6275.09,25.0,2024-11-02,2024-10-16,2025-08-01,425
755683219,3584820,Cashback,Expired,9827.67,1171.65,8656.02,29.41,2024-11-07,2024-06-14,2027-04-28,341
319762568,2788415,Cashback,Expired,5872.99,2818.68,3054.31,44.71,2024-11-15,2023-05-11,2025-11-03,306
748006257,3771871,Rewards,Blocked,3463.69,1780.6,1683.09,40.28,2024-11-09,2023-01-11,2024-12-05,801
353021416,6680967,Cashback,Expired,3270.7,397.61,2873.09,25.0,2024-11-03,2023-04-03,2029-08-27,481
145652185,4777213,Business,Active,23383.62,6597.47,16786.15,124.85,2024-11-08,2022-02-06,2028-11-11,908
453422567,3359549,Business,Blocked,35929.25,7128.62,28800.63,84.0,2024-11-03,2022-10-31,2027-09-20,881
963183056,8849593,Business,Blocked,33931.96,4963.23,28968.73,92.7,2024-11-11,2021-12-22,2024-12-12,343
339465904,9578277,Business,Expired,11763.4,1025.02,10738.38,25.0,2024-11-15,2022-10-31,2026-06-15,217
143472876,6174418,Cashback,Blocked,6416.47,2578.05,3838.42,48.06,2024-11-07,2022-10-15,2026-04-25,205
545266334,1114753,Cashback,Active,9449.39,1347.89,8101.5,28.53,2024-11-15,2024-05-07,2026-09-20,839
123772174,9851636,Business,Expired,44226.29,24614.66,19611.63,716.37,2024-11-12,2023-08-08,2026-06-18,521
966878039,4587163,Business,Blocked,13795.93,3392.69,10403.24,49.36,2024-11-06,2024-04-13,2027-04-28,877
931894822,8777970,Rewards,Active,7742.51,1738.47,6004.04,48.95,2024-11-13,2023-07-03,2028-10-20,231
354210427,3886103,Business,Expired,25560.95,18562.44,6998.51,191.19,2024-11-02,2022-11-18,2026-08-04,600
986019605,7259096,Cashback,Blocked,10590.91,1448.81,9142.1,25.0,2024-11-15,2023-10-04,2027-02-28,884
347058455,1955762,Rewards,Blocked,11316.41,2559.73,8756.68,57.05,2024-11-04,2023-11-07,2025-06-29,755
101726535,2575166,Business,Expired,15253.3,7792.79,7460.51,177.44,2024-11-14,2022-04-25,2026-01-09,645
843145242,8629881,Business,Active,10335.3,2673.45,7661.85,73.42,2024-11-08,2024-10-02,2027-12-26,598
478168177,1723495,Cashback,Active,9990.22,2595.12,7395.1,27.65,2024-11-14,2021-11-30,2028-01-27,482
512888467,6335227,Business,Active,48510.74,21239.7,27271.04,572.1,2024-11-08,2023-11-18,2027-10-29,184
243647918,6395371,Cashback,Blocked,6713.69,2258.53,4455.16,43.31,2024-11-12,2022-05-29,2029-02-18,140
599691113,9211100,Business,Active,38700.97,4260.38,34440.59,61.26,2024-11-04,2023-04-09,2029-05-18,948
562958906,7661955,Rewards,Blocked,7818.11,2744.64,5073.47,75.39,2024-11-06,2023-07-21,2029-10-30,222
417418663,4293914,Cashback,Expired,6990.3,1935.56,5054.74,25.0,2024-11-03,2024-06-18,2029-08-14,509
363638550,5722955,Business,Blocked,43798.4,10024.98,33773.42,228.69,2024-11-01,2024-03-25,2028-04-27,486
441203521,7480839,Cashback,Expired,3052.08,517.49,2534.59,25.0,2024-11-02,2022-11-23,2026-06-07,911
888129707,8164760,Business,Blocked,34480.52,22621.0,11859.52,372.14,2024-11-15,2022-12-09,2028-06-02,654
902268147,5730375,Rewards,Blocked,8087.4,3250.54,4836.86,54.62,2024-11-09,2024-05-23,2028-09-01,550
957335519,4024665,Business,Blocked,15853.89,12161.53,3692.36,252.79,2024-11-11,2022-04-13,2028-11-19,589
544122087,2852877,Cashback,Expired,1985.26,854.0,1131.26,25.59,2024-11-03,2022-01-27,2025-05-05,303
730325089,3028435,Cashback,Active,9443.12,214.57,9228.55,25.0,2024-11-01,2023-01-25,2026-09-18,492
605975215,4472816,Business,Active,38177.52,13982.27,24195.25,186.56,2024-11-05,2022-10-19,2028-10-10,290
318291402,9607306,Business,Blocked,20787.17,8911.37,11875.8,235.96,2024-11-09,2022-05-02,2028-05-06,176
330448229,1883782,Business,Active,43412.48,9085.01,34327.47,263.6,2024-11-11,2023-06-28,2029-11-14,618
993125399,5108727,Rewards,Active,11328.96,185.72,11143.24,25.0,2024-11-07,2022-08-29,2025-01-04,859
476241502,7144647,Cashback,Expired,13661.81,2389.59,11272.22,45.68,2024-11-04,2022-07-10,2025-03-23,961
562930376,1713636,Rewards,Active,9847.75,945.89,8901.86,25.0,2024-11-02,2023-11-02,2025-01-28,808
701711455,1883092,Rewards,Expired,7462.91,5383.13,2079.78,71.94,2024-11-06,2022-07-23,2028-07-29,734
889428006,2983277,Cashback,Expired,8163.59,4857.27,3306.32,62.68,2024-11-06,2024-05-07,2028-10-10,193
308056182,7599055,Rewards,Expired,11615.0,2385.47,9229.53,30.22,2024-11-03,2022-07-24,2028-05-23,969
640871769,4232644,Business,Active,35524.97,24235.08,11289.89,697.05,2024-11-10,2024-02-26,2028-09-03,775
415030357,2769655,Business,Expired,10030.05,1101.03,8929.02,25.0,2024-11-10,2024-02-01,2028-11-10,179
905618008,1459554,Cashback,Expired,4152.08,3263.1,888.98,64.79,2024-11-15,2022-07-29,2027-08-23,831
557150043,6994737,Business,Active,47791.96,13727.36,34064.6,395.76,2024-11-13,2024-03-16,2025-06-03,379
767160285,2410956,Rewards,Blocked,8570.42,4978.09,3592.33,106.1,2024-11-12,2023-04-01,2025-02-06,189
370801748,8701180,Cashback,Blocked,11194.7,2599.43,8595.27,66.92,2024-11-13,2022-07-08,2028-01-11,469
200225630,5951862,Business,Expired,42633.5,3002.02,39631.48,30.45,2024-11-06,2022-01-30,2029-02-16,306
404678034,4671175,Business,Active,45155.13,30439.45,14715.68,419.04,2024-11-14,2023-04-22,2027-02-08,295
881141996,1893682,Cashback,Expired,1206.22,240.79,965.43,25.0,2024-11-08,2023-03-16,2025-12-15,896
631680597,7934463,Rewards,Blocked,1201.81,748.81,453.0,25.0,2024-11-15,2024-08-25,2025-03-15,751
659228418,7328572,Cashback,Blocked,9548.18,6757.69,2790.49,196.45,2024-11-12,2022-12-15,2025-12-15,713
956956724,9120715,Cashback,Expired,5548.91,542.21,5006.7,25.0,2024-11-06,2023-05-22,2025-08-16,750
927006451,6529924,Cashback,Active,10631.33,4937.01,5694.32,70.2,2024-11-13,2024-04-30,2029-03-14,597
177552059,5870942,Business,Expired,43352.43,11534.97,31817.46,156.32,2024-11-01,2023-08-14,2026-03-08,821
119071092,5067771,Rewards,Blocked,1907.53,1392.39,515.14,26.01,2024-11-08,2024-08-08,2026-12-08,742
621875234,3868788,Cashback,Expired,12208.18,3747.46,8460.72,50.31,2024-11-15,2023-06-19,2027-03-08,676
908348409,1098833,Rewards,Active,12837.95,9408.81,3429.14,150.02,2024-11-04,2023-02-16,2029-07-13,836
457480163,7183492,Business,Expired,21662.41,706.59,20955.82,25.0,2024-11-07,2023-01-28,2027-06-08,411
752794585,2545388,Business,Blocked,21847.07,14138.22,7708.85,326.5,2024-11-09,2023-07-16,2028-02-10,714
239853939,1970632,Cashback,Active,14887.44,4086.33,10801.11,103.41,2024-11-06,2023-08-03,2027-10-02,214
987128086,6175368,Business,Blocked,38656.63,28596.53,10060.1,666.74,2024-11-02,2023-05-17,2028-12-12,343
123829701,6124763,Business,Active,29853.89,6492.42,23361.47,130.06,2024-11-06,2022-05-07,2027-11-28,249
502628525,8508000,Rewards,Active,3757.05,2468.4,1288.65,71.55,2024-11-07,2023-08-15,2029-06-01,141
801402761,2292317,Cashback,Blocked,3004.59,1093.48,1911.11,25.0,2024-11-05,2022-12-30,2027-12-10,839
637851741,2246055,Cashback,Active,6809.98,3842.46,2967.52,57.09,2024-11-09,2024-07-12,2027-06-28,879
515854250,4081423,Business,Active,17865.2,3337.76,14527.44,70.66,2024-11-01,2023-11-15,2026-03-16,493
902297197,3697133,Rewards,Active,6579.34,3456.26,3123.08,71.94,2024-11-09,2024-08-19,2028-02-28,684
168480759,2878970,Rewards,Active,1660.32,985.99,674.33,25.0,2024-11-05,2023-06-23,2026-05-28,813
282952791,9416915,Business,Expired,34188.96,16621.92,17567.04,271.83,2024-11-02,2024-06-14,2026-07-02,434
147747699,7623342,Cashback,Blocked,6361.47,3803.15,2558.32,95.67,2024-11-09,2024-04-11,2024-11-23,360
404318527,6369149,Rewards,Expired,3677.61,351.27,3326.34,25.0,2024-11-13,2024-02-04,2025-10-17,823
339315996,6613697,Cashback,Expired,9576.52,5999.87,3576.65,75.0,2024-11-15,2023-04-12,2028-11-09,777
239463429,3353800,Business,Active,36593.83,4716.35,31877.48,80.73,2024-11-03,2022-02-02,2027-04-07,671
182908846,1722200,Business,Active,15313.31,8658.52,6654.79,150.08,2024-11-15,2022-07-07,2027-10-25,817
421870531,1123770,Cashback,Active,11832.7,1345.23,10487.47,33.54,2024-11-04,2023-04-03,2026-02-21,569
655011542,3181819,Rewards,Blocked,4327.13,413.4,3913.73,25.0,2024-11-07,2024-08-18,2025-04-23,411
801234798,7122783,Cashback,Blocked,14046.78,4267.98,9778.8,89.38,2024-11-10,2023-09-09,2027-01-19,854
856660906,7272839,Business,Expired,19238.79,6688.37,12550.42,149.26,2024-11-10,2023-06-23,2027-11-11,403
856651854,9501737,Rewards,Blocked,2991.93,641.08,2350.85,25.0,2024-11-07,2022-09-10,2027-04-24,464
428077192,6905919,Rewards,Expired,7833.17,5165.35,2667.82,99.46,2024-11-14,2023-09-07,2025-10-09,550
600754890,3376653,Rewards,Active,5685.59,1761.0,3924.59,41.52,2024-11-13,2024-10-30,2027-06-21,855
879179918,1676462,Business,Expired,12352.15,9139.97,3212.18,157.45,2024-11-06,2023-03-21,2028-08-07,748
590027996,4023715,Cashback,Blocked,4411.22,62.89,4348.33,25.0,2024-11-10,2024-08-10,2025-12-11,906
393900958,6708438,Business,Expired,36488.11,25668.56,10819.55,448.46,2024-11-14,2024-10-01,2029-02-15,729
150622843,9527812,Business,Active,48274.35,34591.3,13683.05,661.17,2024-11-03,2024-01-26,2026-03-16,603
258027099,8540161,Cashback,Blocked,9872.62,4658.76,5213.86,117.47,2024-11-13,2022-03-31,2027-09-06,112
267083607,9780707,Business,Expired,33397.59,7862.7,25534.89,114.25,2024-11-06,2024-07-04,2028-03-28,879
847461785,3861689,Cashback,Active,14067.7,3891.2,10176.5,102.85,2024-11-03,2023-12-30,2026-12-31,219
439615022,4717370,Business,Active,38047.18,24578.11,13469.07,547.88,2024-11-08,2024-04-08,2026-04-15,742
478738886,5081999,Rewards,Active,11720.5,7682.84,4037.66,91.22,2024-11-10,2022-03-06,2025-12-13,602
150366650,8734924,Cashback,Blocked,8819.59,4190.16,4629.43,45.64,2024-11-10,2024-08-12,2028-03-14,195
508150956,3029886,Cashback,Expired,2406.07,269.61,2136.46,25.0,2024-11-13,2024-11-10,2029-03-06,643
699085535,7053019,Rewards,Expired,13330.95,8511.37,4819.58,243.95,2024-11-02,2023-03-27,2024-12-25,399
895461146,2883585,Rewards,Active,4370.59,3197.32,1173.27,89.22,2024-11-09,2024-05-05,2028-01-02,809
248757861,6195171,Cashback,Blocked,9019.99,1085.56,7934.43,29.02,2024-11-15,2023-01-31,2028-06-30,134
263970046,8250473,Rewards,Active,12240.97,4972.55,7268.42,123.83,2024-11-10,2024-02-14,2026-05-10,153
789449250,7505803,Cashback,Expired,12910.23,6898.69,6011.54,91.76,2024-11-06,2022-08-28,2029-05-19,596
177122006,5402098,Business,Blocked,37211.83,23514.81,13697.02,394.42,2024-11-05,2023-01-01,2027-08-23,623
958761737,4965385,Cashback,Expired,12222.42,4715.79,7506.63,139.42,2024-11-01,2023-09-09,2028-09-08,180
349489092,8652627,Rewards,Active,4149.5,880.91,3268.59,25.0,2024-11-10,2024-07-10,2028-01-13,630
199087878,7431603,Business,Expired,10065.5,3353.19,6712.31,73.16,2024-11-02,2023-02-13,2028-10-09,843
478096879,7385057,Cashback,Expired,1130.06,20.48,1109.58,25.0,2024-11-04,2023-09-17,2025-01-01,396
176999045,8622005,Cashback,Blocked,4537.57,34.1,4503.47,25.0,2024-11-03,2021-12-04,2027-08-25,202
221629863,8547540,Business,Active,22062.5,5050.63,17011.87,109.32,2024-11-02,2024-03-18,2025-06-28,727
826446553,4456062,Rewards,Blocked,7353.36,5278.06,2075.3,125.88,2024-11-12,2024-08-08,2026-09-24,243
751477013,4744947,Cashback,Expired,3684.62,2306.1,1378.52,43.62,2024-11-01,2024-08-08,2027-07-15,246
814622429,6998412,Rewards,Active,1466.67,582.51,884.16,25.0,2024-11-11,2024-08-21,2027-06-28,260
553443953,9465170,Rewards,Active,10615.27,3756.02,6859.25,48.27,2024-11-15,2021-12-11,2025-04-02,361
661979422,1249200,Rewards,Blocked,6198.37,354.02,5844.35,25.0,2024-11-09,2022-03-09,2025-11-05,536
248487745,7750679,Cashback,Blocked,10946.65,1850.35,9096.3,43.01,2024-11-07,2022-08-18,2026-02-03,829
460230248,6444522,Business,Active,35648.8,25014.98,10633.82,506.52,2024-11-05,2023-06-04,2028-02-27,663
569064570,1535776,Cashback,Active,10233.51,7445.92,2787.59,154.45,2024-11-07,2023-02-22,2028-07-29,440
282621070,9963980,Rewards,Active,8807.97,1195.24,7612.73,25.0,2024-11-06,2023-05-02,2027-10-22,871
956214297,4143808,Rewards,Active,6087.95,3698.75,2389.2,104.31,2024-11-07,2023-01-04,2028-03-19,583
739849594,8181286,Rewards,Blocked,8126.59,4648.62,3477.97,53.98,2024-11-14,2022-03-13,2025-04-11,164
817546691,8818534,Cashback,Active,6843.92,733.97,6109.95,25.0,2024-11-08,2023-01-16,2028-02-09,805
640902375,9364418,Business,Expired,29330.05,12205.86,17124.19,263.68,2024-11-06,2023-12-28,2029-02-13,969
262278452,5547482,Cashback,Expired,11491.67,5597.15,5894.52,109.56,2024-11-02,2022-11-08,2028-01-18,590
728264234,9892674,Cashback,Expired,7538.76,378.56,7160.2,25.0,2024-11-14,2023-08-20,2029-08-30,215
764945227,5972145,Business,Expired,30400.67,23219.3,7181.37,663.84,2024-11-02,2024-09-01,2026-03-29,918
187727547,9937891,Cashback,Active,5392.47,4313.21,1079.26,93.02,2024-11-04,2022-12-07,2025-05-11,726
736445806,8472359,Rewards,Expired,4908.3,768.05,4140.25,25.0,2024-11-08,2022-08-19,2028-11-11,237
689698734,5779569,Business,Blocked,15494.99,6528.93,8966.06,123.24,2024-11-07,2022-04-01,2024-12-19,982
826840943,7022171,Business,Active,34692.21,25556.04,9136.17,403.88,2024-11-06,2024-08-05,2025-09-22,669
396991172,9923353,Rewards,Blocked,3694.94,248.03,3446.91,25.0,2024-11-15,2022-03-17,2027-06-22,680
151428637,5018524,Business,Blocked,44277.95,33933.56,10344.39,736.28,2024-11-09,2022-04-21,2029-09-06,259
379075168,9750146,Cashback,Expired,6915.42,55.79,6859.63,25.0,2024-11-06,2022-09-16,2025-08-17,741
997215157,3977577,Business,Blocked,40766.3,31065.68,9700.62,931.27,2024-11-04,2023-06-16,2026-05-30,285
176885341,9588688,Cashback,Expired,3508.37,27.68,3480.69,25.0,2024-11-04,2022-05-13,2029-08-08,554
166907078,3963481,Business,Blocked,49801.85,14806.24,34995.61,431.96,2024-11-10,2024-01-26,2027-10-02,116
602625471,9142673,Cashback,Expired,7581.29,1207.85,6373.44,27.06,2024-11-02,2024-03-14,2027-12-07,233
143175543,3263298,Cashback,Blocked,2163.38,90.98,2072.4,25.0,2024-11-03,2023-02-08,2025-02-19,267
173714851,2949156,Rewards,Blocked,1185.36,751.4,433.96,25.0,2024-11-05,2024-10-23,2025-06-14,184
385676556,1123441,Rewards,Expired,4199.0,1606.45,2592.55,32.7,2024-11-03,2024-10-16,2027-05-24,122
702396227,4659515,Business,Expired,32783.74,4265.26,28518.48,104.6,2024-11-03,2023-06-22,2026-04-03,252
289254272,2521093,Business,Active,13295.74,1605.76,11689.98,36.69,2024-11-08,2023-05-13,2029-02-14,760
999021906,8430216,Business,Blocked,35777.75,24167.47,11610.28,256.3,2024-11-08,2022-12-05,2029-03-06,164
227942053,7062488,Cashback,Active,10124.95,62.71,10062.24,25.0,2024-11-15,2022-08-17,2027-10-08,338
870910496,7619966,Cashback,Active,9947.09,708.37,9238.72,25.0,2024-11-10,2023-10-22,2026-06-19,434
670792705,7293912,Business,Expired,18727.17,3452.37,15274.8,69.01,2024-11-06,2023-11-09,2028-12-05,733
517592098,4975087,Business,Expired,21152.46,7592.74,13559.72,179.49,2024-11-09,2021-12-05,2025-11-16,156
295820379,7547393,Business,Blocked,16204.55,9203.27,7001.28,210.4,2024-11-01,2024-07-28,2027-05-03,876
136714305,2342018,Business,Expired,37685.94,11278.24,26407.7,215.73,2024-11-13,2022-07-28,2025-12-26,850
869541615,7095332,Rewards,Active,4495.3,1557.8,2937.5,25.0,2024-11-11,2022-01-09,2027-02-08,989
748250141,6794346,Business,Blocked,15481.95,10397.21,5084.74,193.31,2024-11-15,2024-02-15,2026-09-30,398
301393365,5878842,Business,Expired,44607.94,13003.36,31604.58,164.77,2024-11-04,2024-09-16,2028-06-03,251
108306105,3753883,Business,Expired,12465.46,7738.59,4726.87,143.3,2024-11-01,2022-01-02,2027-08-28,663
274046671,8692159,Business,Blocked,11111.82,3495.48,7616.34,91.36,2024-11-06,2023-03-04,2028-01-11,964
525252410,4009294,Rewards,Active,13175.05,4404.78,8770.27,105.74,2024-11-13,2021-11-18,2027-03-30,921
555765697,9061958,Business,Blocked,26509.46,3038.63,23470.83,54.87,2024-11-11,2022-03-08,2027-01-10,308
872101227,3487227,Cashback,Blocked,10638.0,7415.31,3222.69,174.79,2024-11-07,2022-10-13,2024-12-20,117
444673059,7674455,Cashback,Expired,2457.68,1632.19,825.49,47.91,2024-11-04,2022-12-08,2029-06-13,204
534154129,2333335,Rewards,Expired,8978.01,4957.6,4020.41,118.95,2024-11-15,2024-09-12,2029-04-10,444
130983186,9794880,Business,Expired,35024.15,6967.24,28056.91,88.54,2024-11-02,2022-04-24,2028-05-22,702
609191437,9778944,Business,Blocked,32173.54,17040.6,15132.94,453.3,2024-11-05,2024-09-09,2029-10-05,818
514285198,9517668,Cashback,Blocked,13806.39,4706.04,9100.35,124.48,2024-11-01,2023-05-22,2028-08-13,415
218649723,3025311,Cashback,Active,5235.58,1107.55,4128.03,26.19,2024-11-12,2023-05-23,2028-01-29,676
225834737,7296180,Business,Blocked,45110.99,24950.04,20160.95,334.28,2024-11-12,2022-10-14,2027-04-15,824
867213385,2001980,Cashback,Blocked,9720.35,3680.83,6039.52,78.38,2024-11-05,2023-03-22,2026-09-26,568
347661482,1625825,Rewards,Expired,2522.08,866.67,1655.41,25.0,2024-11-15,2023-08-28,2029-02-18,999
784886589,3235666,Business,Expired,17299.2,1657.09,15642.11,25.0,2024-11-08,2024-10-15,2029-07-06,144
739416957,4340369,Business,Active,43654.76,16716.33,26938.43,197.16,2024-11-03,2023-11-06,2025-09-12,472
439250030,4643930,Business,Expired,46787.3,11680.68,35106.62,145.11,2024-11-06,2022-05-31,2026-02-24,483
613686098,8823632,Business,Blocked,11848.87,1207.56,10641.31,25.0,2024-11-08,2023-11-23,2026-04-14,378
168529237,2007533,Rewards,Expired,4967.11,1047.78,3919.33,31.24,2024-11-04,2022-03-28,2029-09-22,695
525293302,3858989,Cashback,Active,12996.51,1044.96,11951.55,29.02,2024-11-09,2023-06-24,2026-06-29,955
531494816,2317322,Business,Expired,41734.35,18789.34,22945.01,490.66,2024-11-12,2023-09-10,2027-01-02,995
378228446,1780123,Business,Expired,37637.81,2499.05,35138.76,26.19,2024-11-13,2023-07-14,2029-06-17,713
754429433,3838122,Business,Active,27793.25,9520.56,18272.69,168.18,2024-11-07,2023-11-19,2027-01-19,407
144221759,4896107,Business,Blocked,30330.37,13714.87,16615.5,179.96,2024-11-01,2022-07-31,2026-11-09,283
179553128,1395368,Cashback,Blocked,5331.96,1643.23,3688.73,25.0,2024-11-07,2022-10-31,2028-06-26,488
179617264,2447099,Cashback,Active,2742.59,1482.48,1260.11,28.4,2024-11-07,2023-05-06,2026-07-15,540
442284412,7242438,Rewards,Expired,1041.34,250.82,790.52,25.0,2024-11-05,2022-07-07,2025-09-28,640
568889325,8575738,Rewards,Blocked,11399.99,3633.52,7766.47,98.17,2024-11-02,2022-08-23,2026-04-30,259
667308599,9048163,Business,Active,39225.2,483.25,38741.95,25.0,2024-11-07,2021-11-27,2027-10-09,688
311253346,9444590,Business,Expired,17424.41,5629.36,11795.05,77.52,2024-11-01,2024-07-23,2026-05-21,130
871780468,7174383,Business,Expired,19428.53,1453.13,17975.4,25.0,2024-11-02,2024-08-07,2025-04-24,182
294804020,6783514,Cashback,Blocked,10124.94,2553.94,7571.0,67.1,2024-11-04,2023-10-22,2029-07-23,433
840056421,2553937,Rewards,Expired,9012.17,4466.51,4545.66,78.16,2024-11-09,2024-03-15,2028-06-20,983
175725741,2585394,Business,Active,47395.1,14294.42,33100.68,168.36,2024-11-01,2022-02-05,2029-04-09,532
801864293,9320782,Rewards,Expired,5932.34,1681.69,4250.65,50.36,2024-11-15,2024-09-08,2028-03-01,789
825524907,7982341,Cashback,Blocked,3221.89,382.37,2839.52,25.0,2024-11-01,2022-10-16,2026-08-19,437
880391945,9614928,Cashback,Expired,2606.67,1193.39,1413.28,32.21,2024-11-01,2022-06-28,2028-03-03,787
275514382,8341708,Cashback,Expired,12824.06,8966.3,3857.76,264.03,2024-11-12,2022-12-24,2025-06-11,543
