acct_num,cust_number,product_type,currency,balance,usable_balance,min_balance,rate,aba_number,creation_date,branch_code,account_category
452211,8534959,Savings,USD,719009.57,648709.64,100,0.0368,429665261,2021-08-05,5674,Individual
402376,7757462,Checking,USD,909128.15,903469.88,0,0.0158,209551895,2023-04-25,2646,Individual
349598,6562543,Checking,USD,349930.59,329303.99,0,0.0422,591949940,2022-11-27,8111,Individual
375980,4723259,Checking,USD,879188.48,823675.1,0,0.0277,248594980,2020-01-28,1683,Individual
825791,8055137,Savings,USD,282422.31,275419.65,100,0.0264,999905577,2023-09-24,1435,Individual
745999,6479029,Savings,USD,875214.05,837148.74,100,0.0213,107636405,2023-03-09,2063,Individual
839194,7288084,Savings,USD,536550.73,500663.55,100,0.0337,925541292,2019-12-16,4950,Individual
338461,9064790,Savings,USD,570041.47,568833.68,100,0.0424,941027500,2022-01-08,9287,Individual
369726,7389306,Savings,USD,931033.3,922262.11,100,0.0186,147817263,2020-08-19,1764,Individual
135751,2530681,Savings,USD,34136.35,31998.07,100,0.0272,369319798,2021-10-30,6685,Joint
696570,8343629,Savings,USD,947483.08,916263.13,100,0.0489,845963073,2024-09-11,3822,Joint
161174,3110775,Savings,USD,375179.27,344958.59,100,0.0155,930900788,2020-08-12,7719,Joint
567339,6344163,Savings,USD,618074.32,567375.15,100,0.0171,106437181,2021-01-22,3279,Joint
784335,2758975,Checking,USD,68144.56,63769.89,0,0.0481,726191846,2024-04-22,2169,Joint
318728,3286303,Checking,USD,872649.74,853398.99,0,0.0497,429464958,2023-10-31,2389,Joint
198131,4499726,Savings,USD,421430.83,411828.55,100,0.018,669936325,2022-03-18,8623,Joint
450616,9950826,Checking,USD,546924.82,517708.94,0,0.0436,707274658,2021-04-01,7862,Individual
504662,5326443,Savings,USD,523974.12,504014.56,100,0.0287,533812518,2020-10-21,7940,Joint
844177,8959075,Checking,USD,747496.11,744374.98,0,0.0249,307603917,2024-04-25,7411,Joint
105940,3591435,Checking,USD,752452.01,741053.52,0,0.0254,220575550,2024-10-19,2110,Individual
791154,7538856,Checking,USD,60974.59,56824.42,0,0.0316,917518151,2019-12-06,7268,Joint
844073,2619682,Savings,USD,667637.85,637721.57,100,0.0357,740443634,2024-09-10,6209,Joint
211725,8897978,Checking,USD,439384.84,410374.33,0,0.0426,963252766,2020-12-03,1454,Joint
178192,3206634,Checking,USD,869104.61,826255.76,0,0.0424,309691183,2022-08-25,2745,Joint
715012,2806943,Checking,USD,60379.97,54576.72,0,0.0281,269516144,2024-09-07,6115,Joint
117111,5028096,Savings,USD,183012.55,165812.64,100,0.0213,350201156,2024-10-18,6804,Joint
636653,1542011,Savings,USD,173099.32,161048.06,100,0.0483,690498022,2020-09-09,1343,Joint
201392,4230057,Checking,USD,792954.03,732904.67,0,0.0262,851971599,2024-01-29,2828,Joint
815383,9307817,Savings,USD,55253.62,51620.9,100,0.0114,698134421,2022-09-03,4929,Individual
736918,6021328,Checking,USD,146529.69,132722.68,0,0.0426,737710325,2023-02-17,5517,Joint
844074,5280320,Savings,USD,765637.52,736166.05,100,0.0452,494246404,2021-04-08,5393,Individual
626997,9895187,Checking,USD,801832.17,722705.76,0,0.0415,307616914,2022-09-08,3243,Joint
932420,1446388,Checking,USD,3993.81,3988.16,0,0.0292,830812364,2022-10-25,1211,Individual
476691,3612227,Checking,USD,381132.39,360297.04,0,0.0324,511669391,2020-07-06,9419,Joint
906965,9476188,Savings,USD,363231.7,341983.58,100,0.029,154440027,2024-02-22,8578,Joint
288926,7901449,Savings,USD,487765.39,447036.98,100,0.0493,692928037,2024-02-28,5898,Joint
159335,6832443,Checking,USD,656959.38,627940.91,0,0.0156,372031996,2022-10-22,1750,Individual
415888,1609298,Savings,USD,741313.09,692871.09,100,0.0272,286819692,2020-04-01,7183,Individual
821729,8493458,Checking,USD,86330.74,85096.66,0,0.0298,543227398,2023-11-26,9598,Individual
433405,6726184,Checking,USD,615660.84,582134.82,0,0.0428,886334781,2022-11-30,9679,Joint
609880,5388209,Savings,USD,843348.74,821259.95,100,0.0282,580424072,2024-03-14,8848,Individual
267279,4485673,Checking,USD,297696.52,269429.57,0,0.013,789053055,2023-05-28,1611,Joint
517258,3074382,Savings,USD,99008.64,94375.46,100,0.0327,691888551,2023-02-12,4014,Individual
453051,3349338,Savings,USD,363876.76,331189.04,100,0.0378,269610451,2020-08-02,7113,Individual
655126,2594065,Checking,USD,711404.19,670293.98,0,0.0209,273924528,2020-03-10,9629,Joint
838513,4604727,Savings,USD,754896.86,686438.84,100,0.0458,754299368,2021-11-07,3917,Joint
714126,4205745,Checking,USD,317332.98,287582.35,0,0.0308,824714862,2023-07-12,1961,Joint
179881,6839065,Savings,USD,204700.31,199826.4,100,0.0202,629831599,2024-09-22,8936,Individual
594720,3705590,Checking,USD,156508.71,146584.05,0,0.0433,218254691,2021-02-12,6944,Joint
867279,8536696,Checking,USD,525823.82,497553.1,0,0.0378,290871001,2024-08-17,4708,Joint
959686,9148561,Savings,USD,813043.11,747715.28,100,0.0497,115357621,2020-12-31,1067,Individual
765643,1727950,Savings,USD,297763.65,287644.08,100,0.017,493237299,2023-02-07,9832,Individual
575641,5534357,Savings,USD,196438.48,186641.92,100,0.0323,355554688,2020-12-17,6723,Joint
180976,7847437,Checking,USD,852875.74,805398.27,0,0.032,948186706,2022-10-27,3092,Individual
779799,6273046,Checking,USD,39809.08,38251.51,0,0.0242,864580252,2021-01-10,8930,Individual
136204,4849207,Savings,USD,202129.2,182916.79,100,0.0272,491597286,2023-01-02,9257,Joint
582676,4021121,Checking,USD,963653.74,926309.21,0,0.0337,596750980,2020-12-31,7684,Joint
345011,7456273,Checking,USD,425226.52,401612.24,0,0.0142,692023415,2020-01-11,4306,Joint
892590,2726284,Savings,USD,691900.34,665472.64,100,0.0335,459712358,2020-01-13,4079,Joint
275175,1690186,Savings,USD,258754.62,242204.78,100,0.0394,201849750,2023-01-25,3123,Individual
772414,1868638,Savings,USD,514514.44,499892.28,100,0.0332,669582587,2021-02-04,3213,Joint
441963,7203235,Savings,USD,285294.59,269087.57,100,0.0242,153406692,2024-10-17,9429,Individual
200763,5118572,Savings,USD,371906.37,355682.67,100,0.0467,286268698,2022-12-04,6844,Joint
211289,3056784,Checking,USD,542281.96,530088.37,0,0.0324,660516061,2021-12-25,4575,Individual
666587,5218944,Savings,USD,467385.16,444456.11,100,0.0365,413683674,2024-04-15,1982,Joint
538368,4008664,Checking,USD,899502.2,883117.23,0,0.038,238989365,2019-11-19,7994,Joint
882135,5559425,Checking,USD,41536.9,38746.6,0,0.036,372583342,2023-05-08,6645,Joint
408766,7460312,Checking,USD,540378.81,530979.31,0,0.0306,448761679,2022-07-01,3054,Joint
395852,5585094,Savings,USD,753300.9,685102.49,100,0.014,538855513,2022-05-31,9184,Joint
414786,3813753,Savings,USD,139474.02,131136.56,100,0.0385,964280256,2020-04-19,6221,Joint
763971,1726694,Savings,USD,790491.87,743955.23,100,0.027,895807807,2020-05-22,2278,Individual
286329,5939225,Savings,USD,640985.79,634055.1,100,0.0358,504192970,2023-03-07,5177,Joint
702283,5753950,Checking,USD,707626.72,706350.6,0,0.016,238695660,2022-02-14,8330,Joint
374568,2567533,Savings,USD,579636.6,555374.66,100,0.0345,111953410,2022-09-05,5228,Joint
704775,2318845,Savings,USD,49951.44,48139.68,100,0.0295,997600289,2020-06-26,6253,Joint
279874,2776460,Savings,USD,137102.41,126981.64,100,0.0243,334173350,2020-04-21,5586,Individual
538991,3766469,Checking,USD,262647.05,241968.32,0,0.0458,936597705,2020-10-01,5959,Joint
614246,6550757,Savings,USD,987802.25,908105.39,100,0.0254,470428926,2023-11-27,1416,Joint
566233,7761854,Savings,USD,408668.16,394249.0,100,0.0437,702953888,2024-05-03,8651,Joint
982623,3047170,Savings,USD,992578.31,983567.12,100,0.0353,313610058,2023-05-06,7891,Joint
929981,2259480,Checking,USD,997534.33,936883.16,0,0.0309,829283156,2023-02-16,6241,Joint
956539,2005900,Checking,USD,463336.05,453200.2,0,0.0424,365452110,2020-06-14,6007,Individual
341446,2424426,Savings,USD,292601.65,287454.95,100,0.0375,385890067,2022-10-01,3235,Joint
825176,6431355,Savings,USD,569081.3,562320.25,100,0.0302,112413913,2020-03-05,5128,Joint
545091,5779894,Checking,USD,973868.77,938309.42,0,0.0133,300492323,2023-01-23,1220,Individual
852606,1784918,Savings,USD,698935.49,682908.29,100,0.0107,946841417,2024-02-24,5841,Joint
897865,1501828,Checking,USD,738414.85,705963.47,0,0.0232,685340552,2024-10-08,7082,Joint
875793,1844102,Checking,USD,349479.6,322227.22,0,0.0348,872918650,2020-06-23,3029,Individual
701364,9590892,Checking,USD,704514.59,691513.49,0,0.0316,923893712,2020-06-28,8631,Joint
483267,7572537,Checking,USD,513304.83,474884.47,0,0.0398,444188383,2023-06-28,6487,Individual
462012,3695389,Savings,USD,970451.03,906124.5,100,0.037,977890454,2020-05-02,3909,Joint
533136,1525077,Checking,USD,865026.87,857701.78,0,0.0474,967979921,2024-06-22,7163,Joint
943990,8853954,Checking,USD,986464.71,918085.65,0,0.0423,926481946,2020-05-06,1560,Individual
865638,7712695,Savings,USD,695210.93,691260.06,100,0.0185,680865286,2022-05-24,3725,Individual
734560,3380320,Savings,USD,188211.33,187946.66,100,0.0272,663870888,2022-04-16,5233,Joint
753994,5387112,Savings,USD,33316.98,32630.65,100,0.0384,118900598,2024-09-17,1346,Individual
483415,3305689,Savings,USD,847039.9,802270.06,100,0.0363,293251939,2022-10-16,8313,Joint
232152,7470382,Checking,USD,15606.05,14981.37,0,0.034,289845660,2020-06-01,8911,Joint
950752,6450669,Checking,USD,214582.73,200329.14,0,0.038,768866046,2020-11-10,5461,Individual
438863,6131477,Checking,USD,996411.08,958543.16,0,0.0219,425232582,2024-02-28,1450,Individual
306959,2621849,Savings,USD,29807.51,27196.8,100,0.0239,356306348,2021-03-03,3065,Joint
675968,4055202,Checking,USD,257071.27,237515.45,0,0.0176,707384750,2021-08-14,4903,Joint
876974,5458619,Savings,USD,713305.81,683822.71,100,0.0344,513633956,2024-06-27,1205,Joint
692148,8149426,Checking,USD,855170.44,772973.58,0,0.0118,152152732,2022-11-28,5890,Joint
554581,2367438,Savings,USD,403505.13,368920.83,100,0.0375,941933072,2022-01-17,4484,Joint
232957,6598972,Savings,USD,527496.31,491079.04,100,0.0383,267296269,2020-06-08,5725,Joint
585724,1992533,Checking,USD,639277.42,587241.21,0,0.0204,888763036,2020-11-01,9515,Individual
117631,1130715,Savings,USD,304259.47,295177.13,100,0.0262,981854993,2021-04-29,2251,Individual
364462,7984288,Savings,USD,546452.69,511561.18,100,0.0418,349338998,2022-12-03,1587,Individual
923681,9242332,Savings,USD,498947.78,476953.55,100,0.0344,978617234,2024-03-19,7453,Joint
329638,6659297,Checking,USD,119787.51,110894.39,0,0.0213,354943536,2020-01-19,3532,Individual
145225,2791877,Checking,USD,488550.05,467736.75,0,0.0357,961586242,2024-03-23,3147,Joint
582779,2943280,Checking,USD,323696.39,315664.4,0,0.0438,706725888,2022-11-05,3125,Individual
979084,2852907,Checking,USD,386078.06,368388.47,0,0.0335,959493618,2020-05-18,4663,Joint
774259,7796140,Checking,USD,673058.34,658619.11,0,0.0341,761711745,2020-04-13,8050,Joint
143435,9606924,Savings,USD,923844.65,852700.0,100,0.0338,441846738,2024-10-07,1470,Joint
752027,8532522,Savings,USD,483031.48,476924.03,100,0.0344,298912164,2023-02-06,3229,Individual
963344,4017976,Checking,USD,498383.66,462706.98,0,0.0487,104618544,2023-06-10,2425,Individual
963694,4346892,Checking,USD,984054.43,958629.22,0,0.0299,421919649,2024-03-04,9184,Individual
289208,7649898,Checking,USD,156189.69,143197.9,0,0.0167,307303124,2021-08-15,9222,Joint
477736,3127188,Checking,USD,936871.27,845613.46,0,0.0452,135637678,2024-08-16,7240,Joint
584917,6954019,Savings,USD,816990.88,791659.39,100,0.0261,965803466,2020-01-09,3376,Joint
598384,5456775,Checking,USD,158721.4,145930.54,0,0.0421,695359446,2023-12-16,6408,Individual
722872,7175393,Checking,USD,26433.99,25214.14,0,0.0371,805650361,2024-10-30,2101,Joint
651671,4135831,Checking,USD,685647.52,665896.05,0,0.0153,384352860,2021-03-06,9330,Individual
535100,6230529,Savings,USD,330513.57,323546.67,100,0.0476,398514982,2022-03-15,3594,Individual
652736,2828009,Savings,USD,35480.77,34552.58,100,0.0309,383011718,2020-08-13,5838,Individual
637365,8374291,Savings,USD,401322.4,394832.25,100,0.012,289925690,2022-08-01,4053,Individual
987317,5413444,Savings,USD,842341.8,830541.92,100,0.0298,226075626,2021-07-22,9129,Individual
837376,7061717,Savings,USD,465426.33,439990.79,100,0.0445,217605242,2022-06-09,6905,Individual
931841,2660439,Savings,USD,816914.66,782158.04,100,0.0238,705629682,2023-06-26,6210,Joint
185667,4502996,Savings,USD,892194.54,829542.64,100,0.0302,995123915,2022-05-18,5686,Joint
882479,8147334,Savings,USD,76079.4,69667.87,100,0.0279,328599644,2020-04-22,5074,Individual
296113,3637826,Savings,USD,69175.02,66419.16,100,0.0477,881370446,2023-07-19,6255,Joint
247724,9352192,Checking,USD,761901.4,735266.57,0,0.0195,160575480,2024-07-10,6385,Joint
891461,3881474,Checking,USD,926053.74,888942.75,0,0.0141,293293882,2022-08-05,3885,Individual
596378,3008071,Checking,USD,298951.0,297974.47,0,0.0165,753063834,2021-09-09,7149,Joint
546435,9383308,Savings,USD,878087.59,794136.26,100,0.04,942009066,2021-08-26,1875,Individual
616138,1011071,Savings,USD,57633.2,52041.71,100,0.047,547388008,2020-05-09,2926,Joint
897364,7312844,Savings,USD,948767.22,870886.18,100,0.0297,276048144,2022-10-16,6139,Joint
813958,4962847,Savings,USD,194724.01,183257.37,100,0.0325,570279723,2024-01-17,2730,Individual
592251,9700658,Savings,USD,955619.13,886397.79,100,0.0229,982822671,2024-11-12,7577,Joint
937808,8588667,Checking,USD,64839.31,64376.12,0,0.0186,555564818,2020-05-12,7418,Individual
284707,6079081,Checking,USD,466453.71,454374.75,0,0.0271,753409659,2022-12-31,6955,Individual
948298,4423785,Savings,USD,20870.93,20062.95,100,0.0223,982609796,2021-07-19,1309,Individual
960839,5152286,Checking,USD,953500.48,952098.87,0,0.0493,181353391,2022-11-05,7403,Joint
367221,9757771,Savings,USD,17354.1,16796.58,100,0.0329,245241792,2022-12-22,2712,Joint
842944,6304036,Checking,USD,620452.39,582007.47,0,0.021,300506223,2024-07-02,7448,Joint
281953,2002620,Checking,USD,306293.16,289101.5,0,0.0291,699368480,2020-07-27,6397,Joint
802467,7676912,Savings,USD,202662.45,197066.22,100,0.0264,825499158,2023-06-14,8726,Joint
790798,9344488,Checking,USD,298638.55,271133.94,0,0.0286,902835007,2020-01-29,1884,Individual
456105,2993175,Checking,USD,95220.95,86999.86,0,0.0468,151315026,2020-08-26,1232,Individual
322592,5733909,Savings,USD,665831.47,644711.18,100,0.0138,714108173,2024-01-08,1550,Joint
351827,7570269,Savings,USD,426008.21,392614.47,100,0.0411,244830729,2023-03-03,3074,Joint
724877,7546772,Checking,USD,751732.74,707440.37,0,0.0269,583516642,2020-02-25,4307,Joint
178031,2012797,Savings,USD,534743.88,513751.82,100,0.0191,769304479,2020-02-19,4685,Joint
908931,9247344,Savings,USD,341172.01,325094.32,100,0.0249,384414400,2020-11-30,9575,Joint
222182,4128133,Checking,USD,379333.07,372550.94,0,0.0395,409221694,2022-08-02,6060,Joint
402858,9074919,Checking,USD,924721.34,870364.44,0,0.0301,600111844,2021-12-01,1863,Individual
624108,9682699,Savings,USD,472430.85,472289.57,100,0.0311,168178466,2023-03-07,7577,Individual
852072,2873293,Checking,USD,509905.31,500501.93,0,0.0342,466871321,2021-05-24,5546,Joint
643444,4047203,Savings,USD,437925.18,407956.92,100,0.0364,479930035,2024-05-10,8229,Individual
797555,9829290,Checking,USD,249425.05,227101.09,0,0.0105,323993403,2020-05-16,6008,Joint
251830,9657187,Checking,USD,14362.25,13026.49,0,0.0465,132908124,2023-11-05,2417,Joint
497718,8574995,Checking,USD,858402.98,832489.37,0,0.0324,930692260,2022-11-08,5016,Individual
681248,3965089,Savings,USD,205471.76,195422.87,100,0.041,757683208,2022-05-26,3802,Joint
366284,7792445,Checking,USD,659674.39,595048.32,0,0.0203,888785042,2023-07-27,2725,Individual
448168,3389522,Checking,USD,867759.94,863261.78,0,0.0438,105779440,2024-04-17,5294,Joint
247450,3598881,Savings,USD,122853.97,112642.77,100,0.0354,108172792,2024-06-26,1464,Joint
217782,4695521,Savings,USD,750658.54,695385.81,100,0.01,325795161,2022-01-21,9927,Individual
393043,9963677,Checking,USD,169957.9,168343.74,0,0.0159,951301429,2022-04-20,8069,Joint
763570,1843880,Checking,USD,732820.07,672215.81,0,0.0411,731059924,2020-05-12,1701,Individual
294793,3482622,Savings,USD,93009.15,87401.05,100,0.045,957734991,2024-11-04,3715,Joint
100012,2180244,Checking,USD,608513.84,581775.16,0,0.0353,403937384,2024-10-20,8479,Individual
318721,4071894,Savings,USD,123771.76,114717.89,100,0.0437,231294943,2021-02-08,1217,Joint
174710,8173675,Checking,USD,243141.12,241311.21,0,0.048,945076330,2020-09-25,8410,Joint
849500,8099188,Checking,USD,314030.31,293644.62,0,0.04,228786804,2022-12-07,7897,Individual
880407,7341430,Checking,USD,190389.58,183111.44,0,0.0169,894121174,2023-06-28,6184,Individual
402507,6071360,Checking,USD,690266.73,668789.35,0,0.0293,738033640,2023-10-09,6588,Individual
163327,4814891,Savings,USD,331257.02,299257.87,100,0.0326,283259007,2020-07-18,1773,Individual
741917,8020153,Savings,USD,476470.96,441826.42,100,0.0342,964355702,2023-07-23,8233,Individual
888554,9878831,Savings,USD,389628.65,372659.55,100,0.0315,134156714,2023-01-19,6389,Individual
173869,2338414,Checking,USD,713276.27,676293.45,0,0.0145,498884868,2023-12-24,8677,Joint
996526,7983363,Savings,USD,506200.98,487121.14,100,0.0349,851972669,2021-05-16,9843,Individual
595298,4903872,Checking,USD,480446.06,466722.96,0,0.0116,148618891,2020-12-16,7065,Joint
334499,1663823,Checking,USD,691115.56,633952.23,0,0.0351,431034061,2020-07-22,2091,Joint
738896,4381382,Checking,USD,372061.67,353290.46,0,0.0173,585274516,2023-09-09,2787,Individual
793284,1756566,Savings,USD,238758.99,217040.33,100,0.0175,986888665,2023-01-04,3959,Joint
650187,5704763,Savings,USD,262884.68,238344.27,100,0.0161,399984965,2023-12-24,2127,Individual
417242,8416216,Checking,USD,511574.52,503653.29,0,0.0121,228047959,2021-07-29,7706,Joint
967834,3789577,Checking,USD,417185.6,401193.59,0,0.0499,258248658,2021-02-22,4914,Joint
978151,8672660,Checking,USD,60232.66,55335.43,0,0.0431,906422373,2021-03-03,9353,Individual
317890,1383703,Checking,USD,180197.77,170890.54,0,0.0129,526653958,2023-02-21,7930,Individual
393859,8065593,Checking,USD,38773.84,38380.58,0,0.0256,209267963,2024-10-02,1057,Joint
492375,8128195,Savings,USD,496385.26,460427.16,100,0.0481,577150596,2021-06-08,9496,Joint
117118,1998353,Savings,USD,235301.52,218178.75,100,0.0432,643504271,2020-09-29,9451,Individual
169613,5449804,Checking,USD,840767.4,794052.59,0,0.0117,564326930,2024-11-07,9938,Joint
655612,3321393,Savings,USD,59863.39,57875.94,100,0.01,410200109,2024-01-19,9277,Joint
423369,7158436,Checking,USD,374676.24,359827.34,0,0.0191,139787024,2020-09-26,5010,Joint
803078,9352192,Savings,USD,610747.06,587713.65,100,0.0443,727248148,2019-11-18,5074,Joint
987488,1270933,Checking,USD,717386.86,697050.45,0,0.0303,182863346,2024-04-14,3317,Individual
288741,3050465,Checking,USD,661398.82,615892.16,0,0.0148,891022901,2022-10-28,1737,Individual
684559,1814670,Checking,USD,914746.23,837535.21,0,0.0237,430070174,2021-06-23,6967,Joint
820104,2794118,Checking,USD,567686.91,517144.58,0,0.0167,684159820,2022-01-30,7107,Individual
510962,6339266,Checking,USD,666257.51,607186.45,0,0.0181,885551185,2023-06-06,6220,Joint
157799,1227066,Savings,USD,811270.77,741055.09,100,0.0116,596297153,2022-05-26,5146,Individual
283553,2015630,Checking,USD,648225.34,611200.58,0,0.0495,606664694,2023-01-31,2311,Individual
913345,3852101,Savings,USD,63124.59,56889.9,100,0.0256,704339300,2020-01-10,7374,Joint
934440,6017834,Savings,USD,497292.46,468866.89,100,0.0137,811500500,2020-02-23,6683,Individual
612240,1398106,Savings,USD,193858.73,178271.54,100,0.0477,658494078,2023-12-18,9376,Individual
843137,9363994,Savings,USD,919164.4,878422.67,100,0.0199,433643719,2023-03-09,9058,Joint
625363,5088933,Savings,USD,547978.63,531351.95,100,0.0194,190015348,2022-06-19,2058,Individual
234136,6886783,Checking,USD,599753.26,597711.25,0,0.0458,499535224,2020-02-18,4773,Joint
172051,9962214,Savings,USD,130985.9,125798.77,100,0.0494,920330514,2022-04-28,5538,Joint
521587,6794620,Savings,USD,821137.4,791824.42,100,0.0225,945700116,2021-03-24,2283,Joint
495962,7037796,Checking,USD,857611.71,837979.87,0,0.0112,458160809,2022-09-02,1201,Joint
892169,7734157,Checking,USD,744810.98,726164.97,0,0.0356,960633762,2020-03-12,2784,Joint
854301,3917492,Checking,USD,164923.12,153046.7,0,0.0145,431947747,2024-01-01,9358,Joint
994602,5429521,Savings,USD,524338.04,517222.09,100,0.0293,420872864,2023-08-28,8011,Individual
134006,6823084,Checking,USD,949339.46,863731.18,0,0.0233,800259282,2024-09-05,2713,Individual
380341,5956763,Savings,USD,474315.9,434331.46,100,0.0188,465208388,2022-12-05,3570,Joint
523386,1947154,Checking,USD,781081.9,773004.78,0,0.0365,105407013,2020-11-10,7821,Joint
782484,9315410,Checking,USD,648659.85,632827.9,0,0.0139,307036251,2022-02-14,8909,Individual
991791,5830242,Savings,USD,463087.08,417832.69,100,0.0141,623966820,2020-10-15,7681,Joint
310501,7583744,Savings,USD,155567.55,145845.56,100,0.0392,758930446,2021-03-19,7861,Joint
576651,1184526,Savings,USD,70870.41,69386.94,100,0.0216,845270270,2023-06-10,7809,Joint
883715,2780783,Checking,USD,506631.61,478657.2,0,0.0156,731812359,2024-08-15,2610,Individual
716703,4631920,Savings,USD,669052.78,607014.65,100,0.0122,830446286,2024-06-01,8366,Joint
436124,1356812,Checking,USD,481340.81,479802.75,0,0.0422,749979064,2024-06-18,5853,Joint
294698,2430127,Checking,USD,322916.63,318929.08,0,0.0384,334828302,2021-08-09,5013,Joint
635233,9984440,Savings,USD,493408.93,464933.56,100,0.0294,543221335,2023-12-22,5297,Joint
123621,4491148,Savings,USD,530209.4,492794.06,100,0.0287,468336612,2022-11-25,1181,Joint
130883,3524426,Savings,USD,94599.27,90295.05,100,0.0161,930317620,2021-05-05,9000,Joint
351080,6327231,Savings,USD,620217.82,616722.96,100,0.029,370256720,2022-10-24,1658,Individual
731837,4791619,Savings,USD,553614.91,547586.9,100,0.0121,995335083,2021-03-23,6770,Individual
277380,9177419,Savings,USD,792838.15,785052.47,100,0.0163,770114861,2022-03-18,4143,Individual
626417,8565378,Checking,USD,911500.13,911009.48,0,0.0401,288295830,2020-12-02,9728,Joint
705336,7288261,Checking,USD,718433.42,669420.75,0,0.0398,302028437,2020-03-05,7716,Joint
702874,1641726,Savings,USD,943761.58,861477.22,100,0.0206,850952818,2023-06-28,4905,Individual
853923,8513980,Savings,USD,631379.13,613550.32,100,0.0437,143144606,2022-07-21,1641,Individual
937125,6354928,Savings,USD,51349.44,46231.84,100,0.019,594544550,2020-03-30,6673,Individual
971044,5089041,Savings,USD,608853.79,567266.21,100,0.0302,486358523,2024-06-25,3444,Joint
187056,1257403,Checking,USD,675230.7,617230.27,0,0.0104,414648459,2020-04-30,1504,Joint
156352,3650952,Checking,USD,173304.51,158975.05,0,0.0425,864209165,2019-12-16,7268,Joint
129408,8531476,Savings,USD,287127.87,279027.23,100,0.0155,965831268,2023-03-11,2599,Joint
668593,6436421,Savings,USD,223947.03,219886.56,100,0.0312,900629960,2021-12-07,6084,Joint
434109,1476305,Savings,USD,838714.29,774126.09,100,0.0234,640545715,2022-12-02,3020,Joint
697437,3749544,Savings,USD,928402.73,854489.98,100,0.027,353657785,2020-06-21,5960,Joint
669108,5913690,Savings,USD,618275.07,617189.7,100,0.0291,493419428,2022-05-05,5996,Individual
860254,6333812,Checking,USD,645408.74,612349.89,0,0.0383,230262871,2022-03-10,4369,Individual
273882,3518429,Savings,USD,673904.57,614393.03,100,0.0439,257888020,2020-04-21,9645,Individual
795089,8494202,Savings,USD,792939.6,718679.17,100,0.0165,602215230,2023-12-31,9363,Joint
326181,4033651,Savings,USD,444687.6,410675.62,100,0.0311,304411055,2021-09-17,4666,Joint
653464,8073434,Savings,USD,700398.35,631913.12,100,0.028,308625089,2020-04-28,4872,Joint
931076,7906914,Checking,USD,475693.27,437421.44,0,0.0447,425684737,2020-02-06,4978,Joint
230733,6779320,Savings,USD,678584.57,676610.77,100,0.026,591986938,2024-05-18,5567,Individual
652060,2126848,Checking,USD,194157.45,192032.82,0,0.0421,205016627,2023-02-15,5373,Individual
417042,1412475,Savings,USD,273953.34,269374.68,100,0.0253,745643076,2023-08-28,9511,Individual
784080,2974745,Checking,USD,180557.8,171565.39,0,0.0321,717554534,2024-10-06,9760,Joint
791831,7423351,Savings,USD,81192.24,79586.56,100,0.0258,258416641,2024-04-03,5105,Joint
610434,8769657,Savings,USD,10252.18,9353.64,100,0.0245,268865275,2022-07-17,7859,Individual
895285,1360948,Checking,USD,529342.03,486582.44,0,0.0428,522888223,2022-05-29,3231,Joint
926323,3535547,Checking,USD,497306.53,474709.26,0,0.0361,332974454,2022-02-27,8000,Individual
481086,6346634,Checking,USD,470578.51,468354.26,0,0.0324,707582476,2022-08-11,8477,Joint
335260,5261802,Savings,USD,672638.91,639249.07,100,0.0431,622923340,2020-09-20,2216,Joint
529313,2939495,Checking,USD,591462.7,560883.16,0,0.0196,709092075,2020-04-03,7802,Individual
763949,3664646,Checking,USD,118260.07,112482.57,0,0.0407,787610408,2021-08-18,3201,Joint
101537,1571213,Savings,USD,626671.61,608398.07,100,0.012,114235371,2021-09-21,4188,Individual
384577,4047617,Savings,USD,294874.56,265533.33,100,0.0485,958284162,2020-03-06,4685,Individual
380484,5429521,Savings,USD,863264.41,808724.22,100,0.0307,664392255,2022-04-18,4617,Individual
948244,8637727,Checking,USD,507639.6,463362.05,0,0.0182,882992635,2024-11-01,7842,Individual
562672,1947625,Checking,USD,562426.39,525534.1,0,0.0276,324706571,2021-02-13,1872,Individual
635917,7517389,Checking,USD,62850.78,60159.33,0,0.0475,307397027,2021-08-18,3225,Individual
816862,5372136,Checking,USD,103623.51,99659.17,0,0.0384,986011180,2022-02-02,8772,Individual
314326,7484215,Checking,USD,938255.59,883433.6,0,0.0249,380643349,2024-10-21,3924,Individual
565660,3836660,Checking,USD,408371.18,388774.98,0,0.0479,698825059,2022-12-22,3054,Joint
221363,8771218,Savings,USD,18643.97,18246.64,100,0.0273,701727890,2022-05-18,6202,Joint
993536,9567985,Checking,USD,446840.54,419563.99,0,0.0397,576622661,2022-02-09,6495,Joint
346398,7296379,Checking,USD,934480.62,926770.43,0,0.036,872352584,2020-07-24,4442,Joint
915823,8807328,Checking,USD,292978.05,275688.86,0,0.0206,312014912,2021-01-16,5680,Individual
294055,7501523,Savings,USD,320344.77,302875.36,100,0.0356,468342423,2019-11-19,7441,Individual
342098,2765535,Checking,USD,776107.37,770651.44,0,0.0371,194738343,2023-10-19,4383,Joint
455393,4051507,Savings,USD,891122.15,832254.84,100,0.0321,761303190,2021-12-09,1706,Individual
325288,5691140,Savings,USD,786008.89,720825.79,100,0.022,936010444,2023-10-10,2658,Individual
768308,9360751,Checking,USD,823625.53,772470.76,0,0.033,759251814,2020-01-07,9538,Individual
