customer_id,ssn,first_name,last_name,date_of_birth,email,primary_phone,address_line1,city,state,zip_code,country,credit_score
7522582,181-94-2005,Michael,Chen,1982-06-05,debra74@example.net,(635)-351-3454,1705 Stacy Expressway,New Elizabethfurt,OK,72828,United States,702
2204692,662-37-1621,Jeremy,Hines,1971-02-03,dhughes@example.net,(309)-385-5962,377 Johnson Crossroad Apt. 864,East Kelli,AK,20366,United States,754
8126162,874-82-5700,Tanya,Curry,1986-03-15,darrylmacdonald@example.com,(257)-347-4342,7196 Gutierrez Club Apt. 256,West Gordon,PW,04704,United States,385
3255315,813-17-2190,Erin,Irwin,1970-06-10,jonesvanessa@example.net,(568)-529-4748,8367 Williamson Brook Apt. 779,West Edwardport,KY,53402,United States,718
3018259,281-38-0441,Christina,Lewis,1981-07-28,ellismelissa@example.com,(347)-423-4922,2601 Sanchez Terrace Apt. 631,Jillfurt,MH,80761,United States,418
6617936,365-75-2588,Danielle,Tucker,1993-07-30,qrosales@example.org,(315)-348-9653,003 Smith Fall Suite 513,Kimberlyview,FM,72502,United States,677
7699648,493-19-2959,Amanda,Herrera,1933-12-25,taylor33@example.org,(934)-329-7791,4615 Carter Village Apt. 251,West Heathershire,NH,69442,United States,316
9674804,478-76-5191,Jason,Anderson,1934-12-22,alexis54@example.org,(309)-880-4371,6618 Brett Pines Suite 800,Lake Heatherfort,IA,11743,United States,496
6234824,212-75-1382,Mark,Mays,1967-12-04,ryannichols@example.org,(928)-107-1556,78187 Brandon Skyway,Mccoymouth,NE,39978,United States,813
3162145,339-98-7441,Mary,Russell,1934-03-10,michelleshort@example.net,(474)-572-6615,15423 Richard Center,East Brian,NY,57089,United States,565
6624404,663-89-5491,Renee,Smith,1978-04-21,garyyang@example.org,(853)-425-9914,06670 Leslie Glens Suite 992,North Tonyafurt,NE,33249,United States,737
4452862,870-95-8509,Donald,Taylor,1952-06-20,benjamin53@example.net,(305)-517-3359,20562 Cody Shore,Port Charlesborough,KS,70517,United States,708
6146365,215-29-9436,Craig,Perez,1957-08-06,hunter61@example.org,(692)-740-6119,94564 Martinez Hollow,New Ricardo,WI,39553,United States,346
8427582,439-01-2839,Joseph,Hunt,1992-04-25,josephmcgee@example.net,(454)-528-6363,67734 Thompson Mountains Apt. 561,Haleyfurt,MO,49119,United States,579
6578686,577-09-4383,Tony,Merritt,1955-05-04,kristin80@example.net,(828)-507-1841,4147 Robinson Lodge Suite 247,Sandrafurt,NE,94830,United States,300
6331476,683-30-5539,Jared,Carpenter,1989-05-13,kathleengilmore@example.net,(449)-269-6666,324 Natalie Station Suite 792,Dakotafort,CO,21033,United States,321
8678370,885-83-6855,Stephanie,Mcgee,1964-06-11,joseph46@example.net,(920)-827-7594,639 Robert Courts Suite 824,Lawrencebury,RI,80247,United States,566
2294596,426-13-5808,Michelle,Nunez,2001-12-08,garciapenny@example.net,(984)-630-2883,710 Andrew Valley,South David,AR,62305,United States,676
3785792,794-99-0067,Sherry,Hill,1991-07-12,thaley@example.org,(246)-714-3634,4931 Tiffany Heights,Bowersshire,WI,39540,United States,389
8415891,407-24-5298,Dawn,Massey,1956-04-03,skirby@example.com,(710)-620-3450,39172 Smith Locks Suite 811,Lake Robert,PW,50736,United States,456
5901155,581-59-1449,Christine,Hayes,1937-05-10,jfleming@example.org,(456)-243-3937,3910 Stephanie Coves,West Kristen,OK,04110,United States,336
2905700,411-92-4046,Ashley,Nelson,1938-06-27,leejesse@example.com,(178)-641-9231,6734 Juan Views,Christopherton,CA,57407,United States,513
9281633,615-28-0618,Charles,King,1946-04-12,moralestheresa@example.net,(949)-344-3701,04202 Castaneda Crest,Moonton,WA,09984,United States,355
1663631,253-38-2366,David,Singleton,1961-03-04,wayne54@example.net,(234)-808-2246,03531 Brown Neck Apt. 791,New Patrick,CO,42958,United States,803
9062331,102-90-1416,Krystal,Wilson,1952-04-12,aguilarkyle@example.org,(326)-243-9877,7028 Keith Crest,Port Amanda,PR,83338,United States,574
6017628,325-18-7940,Sarah,Jones,1962-11-18,galvarez@example.com,(837)-348-4178,4639 John Turnpike Apt. 074,Lake Valerieville,WY,76207,United States,444
5802780,174-32-2487,David,Campbell,1940-05-23,mckinneychristopher@example.com,(591)-944-3216,0696 Paul Lodge,Lisamouth,GA,42860,United States,658
3944407,776-84-8141,Jodi,Barry,1934-02-24,cynthiacampbell@example.net,(511)-311-2860,798 Meyer Knolls,Myersport,NY,75239,United States,355
4706182,060-04-6050,Daniel,Mooney,1980-03-31,qhayes@example.com,(805)-886-7306,5842 Shane Stream,South Ericfurt,DC,86144,United States,375
7067065,415-47-0425,Jonathon,Sawyer,1998-09-18,alvaradochristopher@example.net,(413)-747-6495,30686 Jorge Turnpike Suite 100,Ortizton,TX,36145,United States,306
2682597,498-18-8787,Donald,Ruiz,1956-10-22,walterrodriguez@example.com,(263)-356-7135,32822 Angela Haven,New Joshuamouth,VI,20888,United States,616
9824963,198-46-9929,Brittany,Phillips,1934-01-19,christopher84@example.com,(715)-704-4508,51135 Margaret Trail,Jamesmouth,FL,22092,United States,697
9902202,607-17-0126,Latasha,Kim,1949-11-20,sue80@example.net,(536)-262-9315,302 Melissa Burg Suite 194,Johnland,RI,44137,United States,307
3118084,806-98-8365,Kathleen,Davis,1969-08-14,terrence67@example.com,(130)-349-3432,021 Andrew Forges,Tylerside,SD,93610,United States,801
1418381,690-30-7613,Angela,Mejia,1953-09-25,walkerdonna@example.net,(283)-709-5670,3699 Luis Isle Suite 575,Heiditown,ND,36972,United States,847
4130166,590-95-0011,Mary,Morrison,1992-05-21,norrismichael@example.org,(532)-932-8998,61065 Stevens Fort Suite 457,North Raymondberg,NV,54813,United States,771
2564197,229-54-9178,Cesar,Matthews,1941-11-06,michaelreid@example.net,(513)-439-3369,76992 Phillips Hollow Suite 725,New Julianburgh,IA,98011,United States,773
3362879,257-23-3484,Kevin,Smith,1938-03-21,christopher24@example.org,(461)-101-5845,3691 Nichols Island Suite 490,Thompsonfort,OK,50154,United States,544
1250757,167-36-2696,Miguel,Brown,1962-11-07,dianeoliver@example.com,(713)-304-2798,2315 Alicia Fork Apt. 402,Longland,NV,21201,United States,469
2664446,498-38-2572,Caroline,Calderon,1937-06-22,christopher78@example.org,(844)-256-2308,3926 Munoz Mountains,South Jeffreyberg,GU,47025,United States,613
1553932,221-16-3779,Brenda,Porter,1974-12-26,adrian20@example.com,(317)-975-4869,901 Dawn Forest,Christinefort,PA,64361,United States,415
2421913,619-08-0034,Brian,Smith,1980-05-13,jgarcia@example.org,(758)-783-2404,4718 Gomez Rapid Suite 079,East Aaron,WY,45606,United States,421
4643930,140-96-3840,Christopher,Cruz,1997-09-01,imoon@example.org,(477)-839-9236,6474 Scott Tunnel Apt. 945,Lake Christina,PW,14186,United States,385
2346865,687-58-8175,Ronnie,Fisher,1992-02-16,brian27@example.net,(431)-713-2864,20928 Lori Rue Suite 780,Bateston,FL,17808,United States,514
5125626,071-87-1866,Peter,Garrett,1994-01-01,hughesmargaret@example.net,(548)-947-4197,53223 Martinez Knolls Apt. 126,Deborahstad,MT,29424,United States,322
9354721,086-11-4687,Megan,Obrien,1960-01-31,williamssheila@example.org,(817)-905-5003,3989 Morgan Squares Apt. 324,Cooperhaven,PR,50321,United States,573
7375164,628-27-2078,Tara,Fischer,2006-09-27,dakota83@example.net,(862)-100-9995,5915 Samantha Dam Apt. 114,Port Paulstad,GA,92294,United States,303
8180149,403-38-3015,Ryan,Glenn,1963-11-11,bryce27@example.org,(855)-149-6999,5337 Chambers Island Suite 976,Allisonhaven,LA,77660,United States,576
8144753,164-22-4566,Lisa,Lane,1983-11-27,smithrichard@example.org,(766)-619-8362,69296 Reyes Isle Apt. 206,Port Seth,MT,93688,United States,361
9257578,184-77-3792,Jodi,Park,1993-11-15,jonathanwiley@example.org,(681)-644-9587,91465 Jacob Turnpike,West Patricia,NH,72604,United States,815
1104897,294-45-8074,Jennifer,Ford,1952-07-06,darren84@example.net,(290)-604-7394,0339 Clayton Mission,Port John,NV,85056,United States,428
3618252,711-08-9297,Holly,Nelson,1942-08-04,xfreeman@example.net,(723)-185-4037,63632 Gonzalez Creek Apt. 220,Lake Ericaport,NY,35683,United States,685
3122320,398-33-8899,James,Haney,1962-10-19,rsweeney@example.net,(979)-756-8514,82896 Cummings Route Apt. 360,Danielleview,PA,37992,United States,349
8295839,898-77-2181,Andrew,Galloway,1990-12-10,ashley01@example.org,(585)-910-4004,9519 Neil Views,North Danielmouth,LA,51816,United States,621
2840870,487-45-8694,Jennifer,Kline,1942-01-16,robinsonalexandria@example.net,(227)-161-2107,4104 Joseph Circles,Richardhaven,MA,10442,United States,363
4583225,854-43-3129,Alexandra,Pena,1971-03-24,thomasellis@example.com,(144)-253-5246,09016 James Mission,South Marymouth,OH,34876,United States,444
1605518,094-78-0610,Eric,Ford,1947-11-08,hmerritt@example.net,(864)-783-7388,1611 Black Loaf,Pollardhaven,NE,15288,United States,381
2429208,583-74-7701,Margaret,Cruz,1982-05-12,elizabethmoore@example.org,(453)-158-5387,50583 Lopez Knolls Apt. 956,Scottberg,ND,48947,United States,762
5142525,374-31-4055,Beth,Watkins,2003-03-05,justinhughes@example.net,(396)-572-9308,77580 Erin Plains,Sarahchester,OH,64054,United States,566
4489954,005-26-0106,Edward,Robertson,1961-09-16,rachelmurray@example.com,(774)-839-9310,9834 Jones Land Apt. 252,Sherrychester,CT,31768,United States,688
1074124,824-70-7654,Lisa,Pugh,1934-12-01,umartinez@example.org,(295)-629-6665,82777 Gillespie Throughway Apt. 184,West David,VA,63511,United States,659
9454950,400-26-0018,Kimberly,Brown,1994-02-10,thomasbrandon@example.org,(635)-894-4788,34473 Michael Shoals Suite 771,Michaelshire,OR,83193,United States,374
8964761,111-49-5977,Jenna,Hamilton,1988-02-23,acarrillo@example.com,(839)-583-4652,968 James Tunnel,Allenstad,FL,21666,United States,580
5723607,142-87-6224,Evelyn,Diaz,1996-04-30,susanwhite@example.org,(460)-247-7976,3907 Michael Haven,Powerschester,AR,15445,United States,425
6613235,505-82-9614,Danny,Velez,1978-08-14,mcgeecole@example.org,(405)-296-6513,260 William Dale Suite 589,Lake Jose,NH,44575,United States,676
8645617,885-72-3331,Jeffrey,Roberts,2001-12-23,michaelkline@example.net,(814)-499-4308,49679 Loretta Lights,Lake William,MT,83544,United States,562
7498463,874-37-3934,Lisa,Johnson,1962-02-20,dunlapstephanie@example.net,(446)-816-6172,665 Kimberly Divide,Philipmouth,KS,78127,United States,570
3792503,738-64-2106,Kelly,Williams,1938-07-22,andrewmyers@example.org,(139)-366-5854,6051 Anita Junction,Jaredberg,NM,15514,United States,443
7721697,668-26-0935,Natasha,Horton,1960-11-03,lukefisher@example.net,(802)-812-9408,9301 Brian Camp,New Lorishire,IA,09147,United States,515
8438468,534-15-0059,Lisa,Collins,2006-03-28,thompsondawn@example.org,(950)-234-4531,415 Colleen Causeway Apt. 043,Butlerland,IA,55221,United States,331
7608681,175-69-0406,William,Cochran,1952-12-21,emilypatterson@example.org,(575)-646-6499,474 Bradford Well Suite 311,West Erinborough,TX,97714,United States,395
5102144,009-79-7089,Tyler,Harris,1994-10-30,tiffany18@example.net,(549)-538-2585,426 Thomas Lodge,Deborahville,MO,64178,United States,388
8166233,491-89-1611,William,Mendoza,1950-12-03,robertyoung@example.net,(385)-737-8518,16276 Brittany Ferry Suite 667,New Hollyborough,NV,84856,United States,806
7661931,088-51-5323,Gary,Pierce,1933-12-19,lcarter@example.org,(424)-727-3432,812 Peterson Neck Suite 726,Terrifort,MS,39348,United States,607
1418382,563-25-9127,Mike,Harmon,1937-03-24,anthony14@example.org,(390)-642-2433,65789 Ashley View Apt. 956,Laurieside,ND,58356,United States,516
2346854,664-15-5053,Alicia,Williams,1983-01-06,smithcarrie@example.com,(720)-617-1198,287 Bailey Mountain Apt. 302,North David,VA,20152,United States,775
6702498,649-02-1046,Dawn,Myers,1938-10-16,khill@example.org,(643)-379-9633,952 Fernando Vista Apt. 693,Lake Annfurt,GA,05986,United States,793
1228842,802-64-3205,Andrew,Taylor,1969-06-28,rebeccacurtis@example.com,(638)-276-7695,9753 Landry Street,Virginiamouth,NM,90990,United States,634
2543867,827-83-4540,Kevin,Shah,1983-11-21,fgregory@example.com,(879)-688-9693,687 Michael Hollow,Shelbybury,KS,43794,United States,364
2100308,288-49-7031,Paula,Hester,1990-11-17,sara83@example.net,(567)-350-5378,348 Donna Knoll Suite 267,South Tiffany,MP,39785,United States,500
9683638,321-31-2528,Anthony,Alvarado,1996-07-30,ediaz@example.org,(974)-283-5599,26983 Turner Well Suite 958,West Andrewport,MD,08309,United States,335
7059563,739-05-9763,Gregory,Adams,1996-12-14,jessicasmith@example.com,(607)-156-3015,2939 Heidi Mission,Lake Tracy,FL,77871,United States,705
6280331,277-82-5659,Elizabeth,Montes,1934-07-11,annajohnson@example.com,(973)-229-5903,8515 Erica Spurs,West Victoriatown,TN,24748,United States,624
2580636,320-27-5627,Jeremy,Brown,1997-01-09,kelsey33@example.com,(870)-582-8029,11123 Johnston Harbor Apt. 652,Montoyaberg,OH,57403,United States,327
7380445,188-86-5636,Daniel,Williams,1983-05-06,mwalker@example.net,(465)-299-2326,4514 Davila Union Apt. 935,North Thomasport,MI,47356,United States,715
6245639,774-88-3604,Haley,Hale,1990-09-30,thomasstephens@example.org,(748)-291-3345,3374 Davis Ville Apt. 157,Sylviaburgh,WV,56259,United States,729
5317249,104-23-6952,Anthony,Scott,1950-01-03,amyers@example.net,(396)-845-9494,9319 Allen Turnpike,New Carla,CA,57625,United States,436
9289149,061-40-5499,Antonio,Rivera,1953-04-25,robinpadilla@example.com,(579)-405-3488,12343 Kyle Key Apt. 420,West Cathy,IA,53026,United States,360
5995918,376-06-2372,Angela,Floyd,1966-03-16,sanchezdavid@example.com,(212)-651-8045,6729 Daniel Isle Suite 904,Jamesland,NC,93201,United States,340
4407843,663-39-4076,Ryan,Gilbert,1964-07-01,tannergina@example.org,(429)-514-1008,1150 Thomas Prairie Apt. 792,Bergermouth,AS,08919,United States,597
8581866,219-21-8344,Daniel,Simmons,1945-03-22,simontracy@example.net,(925)-938-3199,19836 Kristin Mills,Lake Steven,WI,63945,United States,796
2911064,792-04-5882,Derrick,Palmer,1995-04-15,psmith@example.com,(352)-146-9302,915 Brian Harbor Suite 002,East Kimberlyfurt,WA,68755,United States,758
5094241,574-64-9093,Chloe,Eaton,1976-01-09,nicole29@example.com,(762)-580-7301,6030 Smith Tunnel Apt. 467,Kennethland,ND,93691,United States,482
3452756,246-55-8876,William,Williams,1967-01-10,seanjones@example.com,(718)-203-4542,34601 Moore Alley,East Amandaside,GA,47904,United States,525
4960193,178-05-9015,Jody,Jennings,1944-04-29,umills@example.net,(123)-147-2669,60389 Deborah Squares Suite 369,South Kaitlynshire,VT,40642,United States,525
9155269,439-62-3018,Brandon,Johnson,1951-06-27,scottjennifer@example.org,(559)-321-1637,71634 Savage Burgs Suite 123,Smithstad,CO,14935,United States,631
2350621,638-34-4980,Michael,Donovan,1991-01-30,zthomas@example.com,(852)-360-5790,1927 Jimenez Freeway Suite 718,Bradychester,IA,77132,United States,345
6945432,411-14-2204,Judy,Hubbard,1985-10-27,bstephens@example.com,(358)-229-4224,3713 Burgess View Apt. 223,Elizabethland,ME,39445,United States,351
7559594,391-23-8098,Roger,Luna,1933-12-28,stephanie11@example.com,(893)-632-8278,42152 Dixon Creek Suite 863,Greentown,MP,33302,United States,580
7514561,321-49-8826,Tiffany,Hughes,2003-05-10,nmcintosh@example.com,(550)-971-1036,04837 Richard Forks,Port Melvinburgh,WA,19502,United States,625
2906140,678-83-2748,Timothy,Brown,1978-10-06,joshuawilliams@example.com,(121)-733-6253,2911 Jackson Passage,West Timothy,NC,25742,United States,744
1342628,090-69-1872,Sean,Silva,1988-05-18,charlestimothy@example.net,(658)-751-7267,984 Kline Prairie Suite 990,Evanberg,CT,64769,United States,498
3084381,114-36-8951,Melissa,Gibbs,1990-09-12,zachary18@example.net,(119)-770-1679,61735 Hensley Court,Gonzalezville,GA,78669,United States,648
8734268,376-46-7351,Lisa,Garner,1990-04-11,barneskevin@example.com,(798)-396-3676,8811 Alicia Spurs,South Alyssaburgh,UT,06708,United States,818
2909727,782-27-0213,Victor,Simmons,2001-01-27,jacob21@example.com,(646)-504-3659,361 Chase Ridges,Josephton,WV,06452,United States,633
6208860,706-78-0923,John,Chambers,1982-07-01,nathan58@example.org,(150)-916-6279,639 Eric Vista Suite 392,West Kimberly,MH,45330,United States,724
2775723,449-35-1143,Martha,Haynes,1958-12-14,angela14@example.com,(902)-603-1124,12360 Heather Locks Apt. 994,Jonathanborough,VA,73227,United States,712
5222642,326-30-1538,Lee,Robinson,1941-01-18,alaningram@example.com,(841)-792-2758,590 Dominguez Inlet Suite 987,Lake Joshua,VA,04709,United States,316
3950139,720-14-7552,Timothy,Frank,1959-06-27,debra16@example.com,(466)-389-5748,33973 Chavez Neck,North Timothy,IN,93118,United States,355
5928043,012-91-2954,Kevin,Santos,1957-02-10,clifford98@example.net,(252)-618-1156,63236 Parker Bridge,New Coryport,LA,35687,United States,612
3821858,304-98-9057,Monique,Nelson,1938-01-25,heathersanchez@example.com,(104)-399-1718,947 Bell Course,Lake Jillchester,TN,09037,United States,417
6643235,427-36-0133,Cheyenne,Johnston,1947-11-25,troy39@example.net,(926)-711-9882,70542 Roberson Course,New Reginaburgh,MS,10474,United States,723
2184456,028-83-3271,Lucas,Flores,1970-03-27,karawheeler@example.org,(101)-715-6630,237 Dawson Meadows,Greeneburgh,OK,45979,United States,654
4921299,238-69-6287,Christopher,Wright,1942-10-12,chelseasmith@example.net,(727)-299-1576,2424 Nicholas Spring,New Julie,KY,54255,United States,738
4209740,207-39-8477,Amber,Hall,1966-04-14,jason51@example.net,(984)-765-8979,9408 Parsons Lake Suite 243,South Sherry,DC,73178,United States,752
6532613,352-03-7369,Joseph,Morgan,1936-10-30,frank88@example.net,(730)-339-8632,470 Ashley Valley Suite 453,Carolynfort,MO,43510,United States,651
1751645,265-59-2042,Leah,Mills,1934-06-29,gilllauren@example.com,(497)-955-6643,88734 Stevenson Ridge Suite 686,Coleside,RI,76442,United States,826
5332113,468-03-6695,Jaclyn,Ellis,1936-11-26,fsilva@example.com,(637)-839-1485,10384 Garcia Lock Suite 566,Aaronmouth,CA,71649,United States,601
9475567,433-03-1572,Patrick,Bates,1969-05-13,jamesbenson@example.com,(831)-309-3356,850 Nguyen Brook Suite 669,South Matthew,AZ,18289,United States,618
5434109,183-72-7122,Charles,Decker,1956-09-18,laurie14@example.org,(454)-502-9638,0385 Patterson Extensions,Baxterport,NY,09852,United States,693
7900000,779-97-4086,Zachary,Roberts,1967-02-24,dvillarreal@example.net,(137)-346-5511,58530 Andrew Common Apt. 789,Burkeland,AS,80506,United States,383
4496308,002-98-4817,Dawn,Gordon,1984-01-29,rebeccamckee@example.com,(210)-504-2325,8670 Paul Mall Apt. 036,West Kevin,LA,28194,United States,800
5331289,413-66-9794,Nicholas,Rodgers,1967-03-02,danieljones@example.org,(931)-689-9855,57617 Shane Forges,South Kevinstad,NH,60997,United States,329
8180776,178-87-6775,Pamela,Hughes,1987-04-13,smedina@example.org,(570)-136-4465,4759 Sutton Run Apt. 485,New Michael,ID,58975,United States,800
8712415,807-33-0451,Suzanne,Bowers,1998-09-07,jowens@example.com,(971)-662-3632,42076 Gomez Inlet Suite 534,North Loganfort,WI,27724,United States,440
4489005,061-80-9640,Brian,Johnson,1940-03-16,joanna65@example.com,(327)-957-1658,823 Bowen Junctions Apt. 856,Johnburgh,PW,26752,United States,590
3183280,422-56-0523,Crystal,Sexton,1935-09-17,greenanthony@example.net,(153)-333-4607,03495 Miller Rapid,Bassland,CO,72278,United States,343
2707959,700-41-8232,Jason,Nixon,1971-07-13,tsimmons@example.net,(732)-583-2947,7618 Dixon Skyway Apt. 479,Rossfurt,OH,19802,United States,784
1265461,759-48-2182,Miguel,Cooper,1984-11-25,rosechristine@example.com,(412)-489-7061,330 Audrey Ferry,Hendersonport,PR,02774,United States,310
6293979,285-62-3965,Cindy,Henderson,1955-01-18,kingmichael@example.org,(892)-393-9756,660 Washington Mission,East Andrea,MP,12335,United States,584
5250179,465-94-8198,Matthew,Green,1974-08-07,maria03@example.com,(934)-150-5220,1023 Brewer Villages Suite 186,Collinsfort,NJ,40143,United States,634
2602426,209-12-3336,Samantha,Jones,1959-06-13,thomaswillie@example.org,(176)-187-6547,5815 Stephanie Pine Suite 217,Matthewton,AS,76173,United States,328
9766338,311-91-1245,Sabrina,Maddox,1984-12-04,michael81@example.com,(363)-792-6502,9238 Sherri Court Apt. 489,New Patriciaton,VA,07773,United States,793
4289642,546-09-4231,Michelle,Lopez,1951-03-06,larrymoore@example.net,(362)-502-7282,730 Glenn Passage Suite 273,Christopherland,LA,95361,United States,338
7737350,091-26-4088,Christopher,Andrade,1982-05-17,james01@example.com,(556)-117-5591,30440 Alexander Corners,North Christinachester,MN,80967,United States,572
6084824,680-99-5126,Luis,Russell,1992-09-09,karatorres@example.com,(813)-814-3568,299 Donald Ridges,Matthewton,MT,40712,United States,695
2376303,633-94-1688,Andrew,Bonilla,1985-12-04,fvaughn@example.org,(907)-781-5040,822 Anderson Streets,South Amandachester,GU,66490,United States,316
3113020,156-88-1372,Cynthia,Porter,1988-08-07,debrajames@example.net,(312)-958-2849,08347 Julie Branch Suite 932,Travisberg,OH,82722,United States,817
8648146,051-91-3298,Eric,Johnson,1996-12-05,angelica97@example.net,(342)-138-6007,3871 Chelsea Corners,Matthewton,MA,89222,United States,672
9585231,823-83-0378,Jasmine,Hernandez,2004-02-07,ysmith@example.org,(598)-122-7858,022 Smith Tunnel Suite 474,Blevinsfurt,UT,80060,United States,483
6722127,043-92-9496,Andrew,Harrell,2002-04-16,ryan43@example.org,(241)-473-3766,5562 Zachary Overpass,Lunafurt,MI,56281,United States,306
4987189,076-27-6380,Donna,Williams,1951-04-17,meganjohnson@example.org,(319)-653-9052,386 Sandra Orchard,Elizabethmouth,MH,10939,United States,711
1258768,220-66-0274,Jared,Martinez,1968-10-06,jessica82@example.net,(952)-237-4914,1914 Lamb Street Apt. 534,Andersonbury,OR,47478,United States,644
2559874,754-53-7770,Jason,Brown,1978-12-23,davidcross@example.com,(957)-621-4327,488 Briggs Pines,Davenportmouth,MS,90779,United States,307
3503994,608-22-6023,Kim,Crosby,2006-08-29,moniquemoore@example.org,(212)-506-8300,83235 Bobby Pass,Ronaldport,TX,55866,United States,610
9136252,420-82-8114,Wayne,Bishop,1988-03-17,mario83@example.com,(544)-307-3143,495 Cook Common Apt. 531,Morrisstad,TX,93446,United States,738
6532337,615-81-2600,Sandra,Graves,2000-05-13,amanda74@example.org,(323)-591-7261,486 Roy Islands,Port Kaitlinville,WY,81385,United States,617
9271499,435-33-5483,Jeffrey,Austin,1982-04-09,charles56@example.com,(774)-498-4197,678 Young Stravenue,Port Brendanborough,MI,97022,United States,393
9461032,838-24-1000,Mary,Foster,1959-12-18,millerjill@example.net,(137)-740-6916,224 David Harbors Apt. 492,Jamesside,AR,74913,United States,404
9722474,785-33-7142,Diana,Williams,1945-02-22,hilllaura@example.org,(525)-983-4349,015 Samuel Garden Suite 866,Garciastad,MD,34738,United States,431
5572892,427-03-5654,John,Moore,1987-05-10,gilbertsamuel@example.com,(725)-629-1455,272 Crystal Summit Apt. 649,North Carolberg,VT,70062,United States,611
6855653,419-57-2516,Leah,Diaz,1939-09-02,tinasuarez@example.com,(999)-851-1532,383 Emily Motorway Suite 582,East Paulchester,KS,29014,United States,346
7220664,408-62-8389,Joseph,Goodman,1934-03-21,xhoffman@example.org,(205)-571-6309,1991 Stephen Landing Suite 129,Kerryport,PA,22155,United States,492
6688369,211-87-1644,Ruben,Hill,1958-01-29,zacharyschneider@example.net,(579)-759-7597,7765 Deleon Prairie Apt. 705,Kevinview,SD,93347,United States,455
4527356,654-40-3648,Tracey,Reynolds,1997-12-11,agarcia@example.net,(958)-309-4685,09490 Sullivan Square,West Michelle,MI,28092,United States,661
7038824,608-60-7646,David,Williams,1940-05-16,martinezmason@example.com,(620)-347-1703,3494 Elizabeth Viaduct Suite 872,West Sherri,NH,66100,United States,788
6650003,411-33-1702,Jeffrey,Nelson,2000-04-06,cody85@example.net,(646)-117-4595,3952 Michelle Plain Suite 558,Port Kimberlyshire,WY,45591,United States,428
9153465,765-77-4939,Marissa,Cox,2002-02-20,valdezrichard@example.org,(189)-827-9440,136 John Streets Suite 704,South Cristianfurt,AS,78213,United States,339
8458954,649-92-1574,Jonathan,Werner,2000-06-12,terrimartinez@example.com,(507)-956-5434,508 Victor Haven Suite 601,Johnsonfurt,CT,03030,United States,321
2305822,472-45-0512,Donna,Williams,1948-02-23,ybrady@example.com,(937)-846-9256,078 Haynes Fall Suite 516,North Kara,MN,76300,United States,785
4965307,681-71-9591,Roger,Morales,1967-11-24,whitney67@example.org,(510)-784-3846,589 Williams Centers Suite 228,West Kimberly,IL,30710,United States,674
6794950,840-14-3177,Cheryl,Jones,1959-09-04,munozrenee@example.com,(521)-165-3418,4936 Rosales Fork,Timothyshire,MT,58386,United States,832
2049508,712-35-8523,Sylvia,Gonzalez,1935-05-17,sloanemily@example.org,(584)-833-6440,658 Peter Burg Apt. 526,Lake Thomas,OR,35158,United States,834
2146043,145-65-8571,Peter,Crosby,1947-12-27,patrickemily@example.org,(103)-125-8670,42526 Sandra Prairie,Clarkeside,OK,19735,United States,356
6589274,830-80-5016,Phillip,Chang,1977-03-21,ostuart@example.net,(664)-739-1202,5325 Ramirez Club Apt. 818,Christopherfurt,PW,59502,United States,643
4147074,524-03-5540,Drew,Harris,1947-07-10,seanbean@example.com,(934)-697-3610,84714 Lambert Expressway Apt. 148,East John,KY,08321,United States,830
2634871,114-24-7257,Gary,Clark,1986-11-03,gonzalezwilliam@example.com,(723)-565-6283,7090 Stanley Orchard Suite 183,Bennettstad,AL,63832,United States,469
8064344,670-62-1077,Dana,Lopez,1946-08-23,sthomas@example.net,(608)-926-1359,041 Cervantes Forges Apt. 326,Destinyfurt,KS,81078,United States,356
8204131,479-39-1789,Brianna,Miller,1938-11-29,jennifer39@example.net,(439)-167-9360,4909 Brewer Forks,Davidville,VT,78643,United States,368
8560292,700-07-2022,Andrea,Mclaughlin,1984-09-28,lopezvictoria@example.org,(165)-826-4073,0742 Susan Gateway Apt. 936,Port Nancy,GA,53130,United States,482
1057835,144-23-1853,Rodney,Moss,1937-04-15,rrichardson@example.net,(542)-266-3025,93358 Katelyn Views,Jamesland,AL,54011,United States,458
7074824,460-31-5346,Melissa,Castillo,1979-11-20,nicholas35@example.org,(340)-653-9918,14012 Jaime Ports,Michaelshire,VT,63702,United States,470
1200226,226-44-9878,Shawn,Vasquez,2000-12-18,vincentholly@example.org,(661)-735-3422,6870 Jones Glen,Smithland,MO,33710,United States,453
4889949,780-82-9098,Brittany,Clark,1994-11-17,hhansen@example.net,(557)-321-6460,7760 Paul Fork Suite 597,Port Christopher,WV,62421,United States,605
4965030,046-30-3700,Gregory,Carpenter,1991-01-24,wcook@example.com,(221)-917-5550,1048 Prince Walks Apt. 947,Port Dave,CO,45647,United States,466
7493063,021-44-4744,Francis,Williams,1982-11-08,leah61@example.org,(972)-820-6126,79764 Cox Spring,Robertmouth,FL,67575,United States,656
8649014,156-22-6348,Felicia,Clark,2002-11-12,joseph03@example.net,(962)-211-6875,846 Harmon Branch,Grayshire,VA,78811,United States,770
4053391,887-84-6681,Carlos,Stone,1989-08-23,xjohnson@example.com,(467)-509-8549,7957 Katherine Ford Suite 263,Mcdonaldburgh,FM,98205,United States,833
8449742,072-86-1400,Brian,Kim,1966-04-26,david89@example.com,(707)-425-6025,06824 Frank Fields,North Kristin,IL,81343,United States,695
